"","Student ID","Gender","First Generation Indicator","Term Code","Term UG Crs GPA","Cum UG Crs GPA"
"317",8107379,"Male","Not First Generation College Stdnt","202410",4,4
"318",8107379,"Male","Not First Generation College Stdnt","202420",4,4
"319",8107379,"Male","Not First Generation College Stdnt","202510",NA,4
"320",8107437,"Male","Not First Generation College Stdnt","202410",3.94,3.94
"321",8107437,"Male","Not First Generation College Stdnt","202420",4,3.97
"322",8107437,"Male","Not First Generation College Stdnt","202510",NA,3.97
"323",8107639,"Female","Not First Generation College Stdnt","202410",3.38,3.38
"324",8108201,"Female","Not First Generation College Stdnt","202410",3.53,3.53
"325",8108201,"Female","Not First Generation College Stdnt","202420",3.68,3.6
"326",8108201,"Female","Not First Generation College Stdnt","202510",NA,3.6
"327",8109038,"Female","First Generation College Stdnt","202410",3.3,3.3
"328",8109038,"Female","First Generation College Stdnt","202420",2.68,3.11
"329",8109038,"Female","First Generation College Stdnt","202510",NA,3.23
"330",8109428,"Male","Not First Generation College Stdnt","202410",3.87,3.87
"331",8109428,"Male","Not First Generation College Stdnt","202420",3.85,3.86
"332",8109428,"Male","Not First Generation College Stdnt","202510",NA,3.88
"333",8109574,"Female","Not First Generation College Stdnt","202410",3.67,3.67
"334",8109574,"Female","Not First Generation College Stdnt","202420",3.88,3.79
"335",8109574,"Female","Not First Generation College Stdnt","202510",NA,3.79
"336",8110107,"Male","Not First Generation College Stdnt","202410",3.32,3.32
"337",8110107,"Male","Not First Generation College Stdnt","202420",3.62,3.46
"338",8110107,"Male","Not First Generation College Stdnt","202510",NA,3.46
"339",8110149,"Male","Not First Generation College Stdnt","202410",3.66,3.66
"340",8110149,"Male","Not First Generation College Stdnt","202420",3.81,3.73
"341",8110149,"Male","Not First Generation College Stdnt","202510",NA,3.73
"342",8110213,"Male","Not First Generation College Stdnt","202410",3.71,3.71
"343",8110213,"Male","Not First Generation College Stdnt","202420",3.41,3.56
"344",8110213,"Male","Not First Generation College Stdnt","202510",NA,3.56
"345",8110325,"Male","Not First Generation College Stdnt","202410",2.31,2.31
"346",8110325,"Male","Not First Generation College Stdnt","202420",1.49,1.88
"347",8110325,"Male","Not First Generation College Stdnt","202510",NA,1.88
"348",8111107,"Female","Not First Generation College Stdnt","202410",4,4
"349",8111107,"Female","Not First Generation College Stdnt","202420",3.86,3.93
"350",8111107,"Female","Not First Generation College Stdnt","202510",NA,3.93
"351",8111944,"Female","Not First Generation College Stdnt","202410",3.32,3.32
"352",8111944,"Female","Not First Generation College Stdnt","202420",3.41,3.37
"353",8111944,"Female","Not First Generation College Stdnt","202510",NA,3.34
"354",8112120,"Female","Not First Generation College Stdnt","202410",3.03,3.03
"355",8112120,"Female","Not First Generation College Stdnt","202420",3.64,3.35
"356",8112120,"Female","Not First Generation College Stdnt","202510",NA,3.35
"357",8112254,"Male","First Generation College Stdnt","202410",2.68,2.68
"358",8112254,"Male","First Generation College Stdnt","202420",2.38,2.53
"359",8112254,"Male","First Generation College Stdnt","202510",NA,2.66
"360",8112451,"Female","Not First Generation College Stdnt","202410",3.9,3.9
"361",8112451,"Female","Not First Generation College Stdnt","202420",3.83,3.86
"362",8112451,"Female","Not First Generation College Stdnt","202510",NA,3.88
"363",8112497,"Male","Not First Generation College Stdnt","202410",2.51,2.51
"364",8112497,"Male","Not First Generation College Stdnt","202420",3.54,3.16
"365",8112497,"Male","Not First Generation College Stdnt","202510",NA,3.16
"366",8112667,"Male","Not First Generation College Stdnt","202410",3.88,3.88
"367",8112667,"Male","Not First Generation College Stdnt","202420",3.77,3.82
"368",8112667,"Male","Not First Generation College Stdnt","202510",NA,3.82
"369",8112942,"Male","Not First Generation College Stdnt","202410",3.94,3.94
"370",8112942,"Male","Not First Generation College Stdnt","202420",3.74,3.84
"371",8112942,"Male","Not First Generation College Stdnt","202510",NA,3.84
"372",8113087,"Male","Not First Generation College Stdnt","202410",3.94,3.94
"373",8113087,"Male","Not First Generation College Stdnt","202420",3.24,3.59
"374",8113087,"Male","Not First Generation College Stdnt","202510",NA,3.59
"375",8113388,"Male","Not First Generation College Stdnt","202410",3.79,3.79
"376",8113388,"Male","Not First Generation College Stdnt","202420",3.75,3.77
"377",8113388,"Male","Not First Generation College Stdnt","202510",NA,3.77
"378",8113623,"Male","Not First Generation College Stdnt","202410",3.68,3.68
"379",8113623,"Male","Not First Generation College Stdnt","202420",3.74,3.71
"380",8113623,"Male","Not First Generation College Stdnt","202510",NA,3.71
"381",8113661,"Male","Not First Generation College Stdnt","202410",3.6,3.6
"382",8113661,"Male","Not First Generation College Stdnt","202420",3.21,3.4
