"","Student.ID","Cohort.Term","Term.Code","Major.1","Major.2","Major.3","Graduated","Cum.Credit.Hrs","Cum.UG.Crs.GPA"
"315",8107379,202410,202510,"BA Major","None","None",0,62,"4"
"316",8107437,202410,202410,"BA Major","None","None",0,37,"3.94"
"317",8107437,202410,202420,"Accountancy","None","None",0,52,"3.97"
"318",8107437,202410,202510,"Accountancy","None","None",0,52,"3.97"
"319",8107639,202410,202410,"BA Major","None","None",0,23,"3.38"
"320",8108201,202410,202410,"BA Major","None","None",0,36,"3.53"
"321",8108201,202410,202420,"BA Major","None","None",0,51,"3.6"
"322",8108201,202410,202510,"BA Major","None","None",0,51,"3.6"
"323",8109038,202410,202410,"BA Major","None","None",0,15,"3.3"
"324",8109038,202410,202420,"BA Major","None","None",0,31,"3.11"
"325",8109038,202410,202510,"BA Major","None","None",0,36,"3.23"
"326",8109428,202410,202410,"Marketing","None","None",0,16,"3.87"
"327",8109428,202410,202420,"BA Major","None","None",0,31,"3.86"
"328",8109428,202410,202510,"BA Major","None","None",0,40,"3.88"
"329",8109574,202410,202410,"BA Major","None","None",0,37,"3.67"
"330",8109574,202410,202420,"BA Major","None","None",0,53,"3.79"
"331",8109574,202410,202510,"BA Major","None","None",0,53,"3.79"
"332",8110107,202410,202410,"Undeclared - Business","None","None",0,52,"3.32"
"333",8110107,202410,202420,"BA Major","None","None",0,66,"3.46"
"334",8110107,202410,202510,"BA Major","None","None",0,66,"3.46"
"335",8110149,202410,202410,"BA Major","None","None",0,43,"3.66"
"336",8110149,202410,202420,"BA Major","None","None",0,56,"3.73"
"337",8110149,202410,202510,"BA Major","None","None",0,56,"3.73"
"338",8110213,202410,202410,"BA Major","None","None",0,41,"3.71"
"339",8110213,202410,202420,"BA Major","None","None",0,58,"3.56"
"340",8110213,202410,202510,"BA Major","Finance","None",0,58,"3.56"
"341",8110325,202410,202410,"BA Major","None","None",0,13,"2.31"
"342",8110325,202410,202420,"Finance","None","None",0,31,"1.88"
"343",8110325,202410,202510,"Finance","None","None",0,31,"1.88"
"344",8111107,202410,202410,"BA Major","None","None",0,28,"4"
"345",8111107,202410,202420,"BA Major","None","None",0,43,"3.93"
"346",8111107,202410,202510,"BA Major","None","None",0,43,"3.93"
"347",8111944,202410,202410,"BA Major","None","None",0,34,"3.32"
"348",8111944,202410,202420,"BA Major","None","None",0,50,"3.37"
"349",8111944,202410,202510,"BA Major","None","None",0,56,"3.34"
"350",8112120,202410,202410,"BA Major","None","None",0,22,"3.03"
"351",8112120,202410,202420,"BA Major","None","None",0,39,"3.35"
"352",8112120,202410,202510,"BA Major","None","None",0,39,"3.35"
"353",8112254,202410,202410,"BA Major","None","None",0,27,"2.68"
"354",8112254,202410,202420,"BA Major","None","None",0,42,"2.53"
"355",8112254,202410,202510,"BA Major","None","None",0,45,"2.66"
"356",8112451,202410,202410,"BA Major","None","None",0,65,"3.9"
"357",8112451,202410,202420,"BA Major","None","None",0,83,"3.86"
"358",8112451,202410,202510,"BA Major","None","None",0,89,"3.88"
"359",8112497,202410,202410,"BA Major","CAS","None",0,19,"2.51"
"360",8112497,202410,202420,"BA Major","CAS","None",0,39,"3.16"
"361",8112497,202410,202510,"BA Major","CAS","None",0,39,"3.16"
"362",8112667,202410,202410,"BA Major","None","None",0,24,"3.88"
"363",8112667,202410,202420,"Accountancy","None","None",0,38,"3.82"
