"","Student ID","Term Code","Term UG MU Earned CrHr","Term UG Overall Earned CrHr (MU and Non-MU)","Cum UG Overall Earned CrHr (MU and Non-MU)"
"786",8275768,"202320",12,12,119
"787",8275768,"202410",0,0,119
"788",8275768,"202415",0,0,119
"789",8275768,"202420",0,0,119
"790",8275990,"202010",15,15,15
"791",8275990,"202015",3,3,18
"792",8275990,"202020",15,15,33
"793",8275990,"202110",14,14,47
"794",8275990,"202120",15,15,62
"795",8275990,"202210",15,15,77
"796",8275990,"202215",6,6,83
"797",8275990,"202220",12,12,95
"798",8275990,"202230",3,3,98
"799",8275990,"202310",15,15,113
"800",8275990,"202320",18,18,131
"801",8278406,"202010",15,30,30
"802",8278406,"202020",15,15,45
"803",8278406,"202030",3,3,48
"804",8278406,"202110",15,15,63
"805",8278406,"202120",15,15,78
"806",8278406,"202210",15,15,93
"807",8278406,"202220",15,15,108
"808",8278406,"202310",15,15,123
"809",8278406,"202320",12,12,135
"810",8278735,"202010",17,17,17
"811",8278735,"202020",14,14,31
"812",8278735,"202030",0,18,NA
"813",8278735,"202110",18,18,67
"814",8278735,"202120",18,18,85
"815",8278735,"202210",20,20,105
"816",8278735,"202220",21,21,126
"817",8278735,"202230",0,0,126
"818",8278735,"202310",14,14,140
"819",8279029,"202010",17,32,32
"820",8279029,"202020",11,11,43
"821",8279029,"202110",15,15,58
"822",8279029,"202120",12,12,70
"823",8279029,"202210",14,14,84
"824",8279029,"202220",15,15,99
"825",8279029,"202310",13,13,112
"826",8279029,"202315",3,3,115
"827",8279029,"202320",15,15,130
"828",8279045,"202010",16,48,48
"829",8279045,"202020",17,17,65
"830",8279045,"202110",15,15,80
"831",8279045,"202120",12,12,92
"832",8279045,"202210",15,15,107
"833",8279045,"202220",15,15,122
"834",8279045,"202310",12,12,134
"835",8279045,"202320",12,12,146
"836",8279077,"202010",15,39,39
"837",8279077,"202020",12,12,51
"838",8279077,"202110",16,16,67
"839",8279077,"202115",3,3,70
"840",8279077,"202120",16,16,86
"841",8279077,"202210",15,15,101
"842",8279077,"202220",15,15,116
"843",8279077,"202310",15,15,131
"844",8279077,"202315",6,6,137
"845",8279077,"202320",12,12,149
"846",8279722,"202010",17,22,22
"847",8279722,"202020",17,17,39
"848",8279722,"202110",17,17,56
"849",8279722,"202120",17,17,73
"850",8279722,"202210",15,15,88
"851",8279722,"202220",18,18,106
"852",8279722,"202310",15,15,121
"853",8279722,"202320",13,13,134
"854",8280089,"202010",17,35,35
"855",8280089,"202015",0,0,35
"856",8280089,"202020",15,15,50
"857",8280089,"202110",0,4,NA
"858",8280089,"202120",12,12,66
"859",8280089,"202210",16,16,82
"860",8280089,"202220",12,12,94
"861",8280089,"202310",19,19,113
"862",8280089,"202315",6,6,119
"863",8280089,"202320",12,12,131
"864",8280089,"202410",19,19,150
"865",8280089,"202420",10,10,160
"866",8280700,"202010",15,18,18
"867",8280700,"202015",3,3,21
"868",8280700,"202020",14,14,35
"869",8280700,"202110",16,16,51
"870",8280700,"202115",3,3,54
"871",8280700,"202120",15,15,69
"872",8280700,"202210",15,15,84
"873",8280700,"202215",3,3,87
"874",8280700,"202220",15,15,102
"875",8280700,"202310",17,17,119
"876",8280700,"202315",3,3,122
"877",8280700,"202320",12,12,134
"878",8281486,"202010",20,54,54
"879",8281486,"202020",18,18,72
"880",8281486,"202110",20,20,92
"881",8281486,"202120",17,17,109
"882",8281486,"202210",18,18,127
"883",8281486,"202220",18,18,145
"884",8281486,"202310",18,18,163
"885",8281486,"202320",17,17,180
"886",8281982,"202010",17,23,23
"887",8281982,"202020",15,15,38
"888",8281982,"202110",15,15,53
"889",8281982,"202120",12,12,65
"890",8281982,"202210",16,16,81
"891",8281982,"202220",14,14,95
"892",8281982,"202310",15,18,113
"893",8281982,"202320",13,13,126
"894",8282676,"202010",16,48,48
"895",8282676,"202015",3,3,51
"896",8282676,"202020",14,14,65
"897",8282676,"202110",18,21,86
"898",8282676,"202120",18,18,104
"899",8282676,"202130",6,12,116
"900",8282676,"202210",15,15,131
"901",8282676,"202220",15,15,146
"902",8282676,"202310",12,12,158
"903",8282676,"202320",9,9,167
"904",8282692,"202010",17,17,17
"905",8282692,"202020",15,15,32
"906",8282692,"202030",3,3,35
"907",8282692,"202110",18,18,53
"908",8282692,"202120",15,15,68
"909",8282692,"202210",17,17,85
"910",8282692,"202220",18,18,103
"911",8282692,"202310",15,18,121
"912",8282692,"202320",12,12,133
"913",8283222,"202010",15,18,18
"914",8283222,"202020",18,18,36
"915",8283222,"202110",16,16,52
"916",8283222,"202120",18,18,70
"917",8283222,"202210",15,15,85
"918",8283222,"202215",3,3,88
"919",8283222,"202220",15.5,15.5,103.5
"920",8283222,"202310",17,20,123.5
"921",8283222,"202320",14.5,14.5,138
"922",8283990,"202010",15,29,29
"923",8283990,"202015",3,3,32
"924",8283990,"202020",16,16,48
"925",8283990,"202110",15,15,63
"926",8283990,"202120",15,15,78
"927",8283990,"202210",18,18,96
"928",8283990,"202215",3,3,99
"929",8283990,"202220",15,15,114
"930",8283990,"202310",15,15,129
"931",8283990,"202315",6,6,135
"932",8283990,"202320",15,15,150
"933",8284203,"202010",10,34,34
"934",8284203,"202020",15,15,49
"935",8284203,"202110",14,14,63
"936",8284203,"202120",14,14,77
"937",8284203,"202210",15,15,92
"938",8284203,"202220",16,16,108
"939",8284203,"202310",15,15,123
"940",8284203,"202320",12,12,135
"941",8285702,"202010",16,16,16
"942",8285702,"202020",14,14,30
"943",8285702,"202110",9,9,39
"944",8285702,"202120",15,15,54
"945",8285702,"202210",15,15,69
"946",8285702,"202215",3,3,72
"947",8285702,"202220",15,15,87
"948",8285702,"202310",15,15,102
"949",8285702,"202320",17,17,119
"950",8285798,"202010",15,15,15
"951",8285798,"202020",15,15,30
"952",8285798,"202110",16,16,46
"953",8285798,"202120",15,15,61
"954",8285798,"202210",15,15,76
"955",8285798,"202220",18,18,94
"956",8285798,"202310",15,15,109
"957",8285798,"202320",15,15,124
"958",8286870,"202010",17,44,44
"959",8286870,"202020",15,15,59
"960",8286870,"202110",15,15,74
"961",8286870,"202120",15,15,89
"962",8286870,"202210",15,15,104
"963",8286870,"202215",3,3,107
"964",8286870,"202220",15,15,122
"965",8286870,"202310",0,0,122
"966",8286870,"202315",0,0,122
"967",8286870,"202320",0,0,122
"968",8287228,"202010",15,15,15
"969",8287228,"202020",15,15,30
"970",8287228,"202110",16,16,46
"971",8287228,"202120",15,15,61
"972",8287228,"202130",3,3,64
"973",8287228,"202210",15,15,79
"974",8287228,"202215",6,6,85
"975",8287228,"202220",18,18,103
"976",8287228,"202310",12,12,115
"977",8287228,"202320",12,12,127
"978",8287451,"202010",14,30,30
"979",8287451,"202020",16,16,46
"980",8287451,"202110",15,15,61
"981",8287451,"202120",15,15,76
"982",8287451,"202210",15,15,91
"983",8287451,"202220",12,12,103
"984",8287451,"202310",14,14,117
"985",8287451,"202320",12,12,129
"986",8288224,"202010",15,24,24
"987",8288224,"202020",17,17,41
"988",8288224,"202030",0,0,41
"989",8288224,"202110",15,15,56
"990",8288224,"202120",15,15,71
"991",8288224,"202130",9,9,80
"992",8288224,"202210",14,14,94
"993",8288224,"202220",15,15,109
"994",8288224,"202230",0,3,NA
"995",8288224,"202310",12,12,124
"996",8288224,"202320",12,12,136
"997",8288743,"202010",14,24,24
"998",8288743,"202020",15,15,39
"999",8288743,"202110",15,15,54
"1000",8288743,"202120",15,15,69
"1001",8288743,"202210",14,14,83
"1002",8288743,"202215",3,3,86
"1003",8288743,"202220",14,14,100
"1004",8288743,"202310",15,15,115
"1005",8288743,"202320",12,12,127
"1006",8288840,"202010",13,13,13
"1007",8288840,"202020",14,14,27
"1008",8288840,"202110",16,16,43
"1009",8288840,"202120",12,12,55
"1010",8288840,"202210",15,15,70
"1011",8288840,"202220",15,15,85
"1012",8288840,"202310",13,13,98
"1013",8288840,"202315",6,6,104
"1014",8288840,"202320",18,18,122
"1015",8289212,"202010",13,22,22
"1016",8289212,"202015",3,3,25
"1017",8289212,"202020",15,15,40
"1018",8289212,"202110",15,15,55
"1019",8289212,"202120",12,12,67
"1020",8289212,"202210",13,13,80
"1021",8289212,"202220",15,15,95
"1022",8289212,"202310",15,15,110
"1023",8289212,"202320",12,12,122
"1024",8289532,"202010",15,49,49
"1025",8289532,"202020",15,15,64
"1026",8289532,"202110",15,15,79
"1027",8289532,"202120",15,15,94
"1028",8289532,"202210",16,16,110
"1029",8289532,"202220",0,16,126
"1030",8289532,"202310",18,18,144
"1031",8289532,"202320",21,21,165
"1032",8289763,"202010",13,34,34
"1033",8289763,"202015",3,3,37
"1034",8289763,"202020",13,13,50
"1035",8289763,"202110",15,15,65
"1036",8289763,"202120",15,15,80
"1037",8289763,"202210",12,12,92
"1038",8289763,"202215",3,3,95
"1039",8289763,"202220",12,12,107
"1040",8289763,"202310",15,15,122
"1041",8289763,"202315",6,6,128
"1042",8289763,"202320",14,14,142
"1043",8289912,"202010",14,57,57
"1044",8289912,"202015",3,3,60
"1045",8289912,"202020",15,15,75
"1046",8289912,"202110",15,15,90
"1047",8289912,"202120",15,15,105
"1048",8289912,"202210",15,15,120
"1049",8289912,"202220",12,12,132
"1050",8290156,"202010",16,39,39
"1051",8290156,"202020",15,15,54
"1052",8290156,"202110",15,15,69
"1053",8290156,"202120",12,12,81
"1054",8290156,"202210",12,12,93
"1055",8290156,"202220",12,12,105
"1056",8290156,"202310",12,12,117
"1057",8290156,"202320",3,3,120
"1058",8290344,"202010",14,38,38
"1059",8290344,"202020",12,12,50
"1060",8290344,"202110",12,12,62
"1061",8290344,"202120",12,12,74
"1062",8290344,"202210",12,12,86
"1063",8290344,"202220",15,15,101
"1064",8290344,"202310",9,9,110
"1065",8290344,"202320",14.5,14.5,124.5
"1066",8290581,"202010",15,15,15
"1067",8290581,"202020",12,12,27
"1068",8290581,"202110",12,12,39
"1069",8290581,"202120",15,15,54
"1070",8290581,"202210",16,16,70
"1071",8290581,"202220",15,15,85
"1072",8290581,"202310",17,17,102
"1073",8290581,"202315",6,6,108
"1074",8290581,"202320",18,18,126
"1075",8290744,"202010",15,30,30
"1076",8290744,"202015",3,3,33
"1077",8290744,"202020",13,13,46
"1078",8290744,"202110",14,14,60
"1079",8290744,"202115",3,3,63
"1080",8290744,"202120",12,12,75
"1081",8290744,"202130",3,3,78
"1082",8290744,"202210",12,12,90
"1083",8290744,"202220",16,16,106
"1084",8290744,"202310",12,12,118
"1085",8290744,"202320",11,11,129
"1086",8291186,"202010",15,15,15
"1087",8291186,"202020",17,17,32
"1088",8291186,"202110",13,13,45
"1089",8291186,"202120",15,15,60
"1090",8291186,"202210",15,15,75
"1091",8291186,"202220",13,13,88
"1092",8291186,"202310",14,14,102
"1093",8291186,"202320",13,13,115
"1094",8291384,"202010",17,64,64
"1095",8291384,"202020",16,16,80
"1096",8291384,"202110",16,16,96
"1097",8291384,"202120",15,15,111
"1098",8291384,"202210",15,15,126
"1099",8291384,"202215",3,3,129
"1100",8291384,"202220",15,15,144
"1101",8291384,"202230",1,1,145
"1102",8291384,"202310",15,15,160
"1103",8291683,"202010",10,10,10
"1104",8291683,"202020",14,14,24
"1105",8291683,"202110",13,13,37
"1106",8291683,"202120",14,14,51
"1107",8291683,"202130",3,3,54
"1108",8291683,"202210",14,14,68
"1109",8291683,"202215",3,3,71
"1110",8291683,"202220",16,16,87
"1111",8291683,"202310",15,15,102
"1112",8291683,"202315",2,2,104
"1113",8291683,"202320",15,15,119
"1114",8291791,"202010",15,29,29
"1115",8291791,"202020",16,16,45
"1116",8291791,"202110",12,12,57
"1117",8291791,"202120",15,15,72
"1118",8291791,"202130",3,3,75
"1119",8291791,"202210",15,15,90
"1120",8291791,"202220",12,12,102
"1121",8291791,"202310",12,12,114
"1122",8291791,"202315",3,3,117
"1123",8291791,"202320",13,13,130
"1124",8292025,"202010",15,32,32
"1125",8292025,"202020",14,14,46
"1126",8292025,"202110",15,15,61
"1127",8292025,"202120",15,15,76
"1128",8292025,"202210",15,15,91
"1129",8292025,"202220",13,13,104
"1130",8292025,"202310",9,9,113
"1131",8292025,"202320",9,9,122
"1132",8292025,"202410",3,3,125
"1133",8292442,"202010",16,22,22
"1134",8292442,"202020",14,14,36
"1135",8292442,"202110",18,18,54
"1136",8292442,"202115",2,2,56
"1137",8292442,"202120",17,17,73
"1138",8292442,"202210",17,17,90
"1139",8292442,"202215",3,3,93
"1140",8292442,"202220",16,16,109
"1141",8292442,"202310",15,15,124
"1142",8292442,"202315",3,3,127
"1143",8292442,"202320",13,13,140
"1144",8293283,"202010",15,19,19
"1145",8293283,"202015",3,3,22
"1146",8293283,"202020",17,17,39
"1147",8293283,"202110",17,17,56
"1148",8293283,"202115",3,3,59
"1149",8293283,"202120",18,18,77
"1150",8293283,"202210",20,20,97
"1151",8293283,"202215",6,6,103
"1152",8293283,"202220",18,18,121
"1153",8293283,"202310",0,0,121
"1154",8293283,"202315",0,0,121
"1155",8293283,"202320",0,0,121
"1156",8293553,"202010",16,36,36
"1157",8293553,"202020",15,15,51
"1158",8293553,"202110",16,16,67
"1159",8293553,"202120",17,17,84
"1160",8293553,"202210",15,15,99
"1161",8293553,"202215",3,3,102
"1162",8293553,"202220",12,12,114
"1163",8293553,"202230",3,3,117
"1164",8293553,"202310",14,14,131
"1165",8293553,"202320",12,12,143
"1166",8294324,"202010",15,29,29
"1167",8294324,"202015",3,3,32
"1168",8294324,"202020",15,15,47
"1169",8294324,"202110",17,17,64
"1170",8294324,"202120",17,17,81
"1171",8294324,"202210",16,16,97
"1172",8294324,"202215",3,3,100
"1173",8294324,"202220",15,15,115
"1174",8294324,"202310",12,12,127
"1175",8294574,"202010",16,30,30
"1176",8294574,"202020",13,13,43
"1177",8294574,"202110",15,15,58
"1178",8294574,"202120",12,12,70
"1179",8294574,"202130",3,3,73
"1180",8294574,"202210",12,12,85
"1181",8294574,"202215",3,3,88
"1182",8294574,"202220",12,12,100
"1183",8294574,"202310",12,12,112
"1184",8294574,"202320",15,15,127
"1185",8294890,"202010",16,25,25
"1186",8294890,"202020",14,14,39
"1187",8294890,"202110",15,15,54
"1188",8294890,"202120",12,12,66
"1189",8295277,"202010",15,15,15
"1190",8295277,"202020",15,15,30
"1191",8295277,"202030",5,5,35
"1192",8295277,"202110",17,17,52
"1193",8295277,"202115",3,3,55
"1194",8295277,"202120",16,16,71
"1195",8295277,"202130",3,3,74
"1196",8295277,"202210",15,15,89
"1197",8295277,"202215",3,3,92
"1198",8295277,"202220",14,14,106
"1199",8295277,"202310",14,14,120
"1200",8295277,"202320",12,12,132
"1201",8295511,"202010",15,46,46
"1202",8295511,"202020",15,15,61
"1203",8295511,"202110",15,15,76
"1204",8295511,"202120",15,15,91
"1205",8295511,"202210",15,15,106
"1206",8295511,"202215",3,3,109
"1207",8295511,"202220",12,12,121
"1208",8295511,"202310",12,12,133
"1209",8295511,"202320",6,6,139
"1210",8308960,"202110",15,44,44
"1211",8308960,"202120",17,17,61
"1212",8308960,"202210",15,15,76
"1213",8308960,"202220",16,16,92
"1214",8308960,"202310",15,15,107
"1215",8308960,"202320",15,15,122
"1216",8308960,"202410",15,15,137
"1217",8308960,"202420",15,15,152
"1218",8309047,"201910",15,15,15
"1219",8309047,"201920",17,17,32
"1220",8309047,"202010",20,20,52
"1221",8309047,"202020",19,19,71
"1222",8309047,"202110",21,21,92
"1223",8309047,"202120",15,15,107
"1224",8309047,"202210",15,15,122
"1225",8309047,"202220",12,12,134
"1226",8309076,"201910",16,37,37
"1227",8309076,"201920",17,17,54
"1228",8309076,"202010",18,18,72
"1229",8309076,"202020",14,14,86
"1230",8309076,"202110",9,9,95
"1231",8309076,"202115",3,3,98
"1232",8309076,"202120",15,15,113
"1233",8309076,"202130",4,4,117
"1234",8309076,"202210",16,16,133
"1235",8309076,"202215",3,3,136
"1236",8309076,"202220",18,18,154
"1237",8309076,"202230",6,6,160
"1238",8311146,"201910",17,43,43
"1239",8311146,"201915",3,3,46
"1240",8311146,"201920",16,16,62
"1241",8311146,"202010",17,17,79
"1242",8311146,"202020",0,15,94
"1243",8311146,"202030",3,3,97
"1244",8311146,"202110",15,15,112
"1245",8311146,"202115",3,3,115
"1246",8311146,"202120",13,13,128
"1247",8311146,"202210",19,19,147
"1248",8311146,"202215",4,4,151
"1249",8311146,"202220",16.5,16.5,167.5
"1250",8311225,"201910",15,15,15
"1251",8311225,"201920",14,14,29
"1252",8311225,"202010",16,16,45
"1253",8311225,"202020",18,18,63
"1254",8311225,"202110",15,15,78
"1255",8311225,"202120",15,15,93
"1256",8311225,"202210",15,15,108
"1257",8311225,"202220",13.5,13.5,121.5
"1258",8315620,"201910",12,19,19
"1259",8315620,"201920",0,0,19
"1260",8315620,"202010",14,14,33
"1261",8315620,"202015",3,3,36
"1262",8315620,"202020",15,18,54
"1263",8315620,"202110",12,12,66
"1264",8315620,"202115",6,6,72
"1265",8315620,"202120",12,12,84
"1266",8315620,"202130",3,3,87
"1267",8315620,"202210",14,14,101
"1268",8315620,"202215",3,3,104
"1269",8315620,"202220",3,3,107
"1270",8315620,"202310",18,18,125
"1271",8316012,"201910",17,29,29
"1272",8316012,"201920",13,13,42
"1273",8316012,"201930",9,9,51
"1274",8316012,"202020",17,17,68
"1275",8316012,"202030",0,3,NA
"1276",8316012,"202110",15,15,86
"1277",8316012,"202115",3,3,89
"1278",8316012,"202120",12,12,101
"1279",8316012,"202130",3,3,104
"1280",8316012,"202210",15,15,119
"1281",8316012,"202220",15,15,134
"1282",8317382,"201910",18,18,18
"1283",8317382,"201920",18,18,36
"1284",8317382,"202010",19,19,55
"1285",8317382,"202020",18,18,73
"1286",8317382,"202210",18,18,91
"1287",8317382,"202220",18,18,109
"1288",8317382,"202230",0,0,109
"1289",8317382,"202310",15,15,124
"1290",8317382,"202320",12,12,136
"1291",8317791,"201910",15,41,41
"1292",8317791,"201920",16,16,57
"1293",8317791,"202010",12,12,69
"1294",8317791,"202020",12,12,81
"1295",8317791,"202110",12,12,93
"1296",8317791,"202120",13,13,106
"1297",8317791,"202210",15,15,121
"1298",8317791,"202220",12,12,133
"1299",8318800,"201910",17,17,17
"1300",8318800,"201920",15,15,32
"1301",8318800,"202010",13,13,45
"1302",8318800,"202020",15,15,60
"1303",8318800,"202110",14,14,74
"1304",8318800,"202120",16,16,90
"1305",8318800,"202210",15,15,105
"1306",8318800,"202215",3,3,108
"1307",8318800,"202220",15,15,123
"1308",8319253,"201910",16,25,25
"1309",8319253,"201920",14,14,39
"1310",8319253,"202010",16,16,55
"1311",8319253,"202020",15,15,70
"1312",8319253,"202110",15,15,85
"1313",8319253,"202115",3,3,88
"1314",8319253,"202120",13,13,101
"1315",8319253,"202210",12,12,113
"1316",8319253,"202220",14,14,127
"1317",8320580,"201910",15,21,21
"1318",8320580,"202010",15,27,48
"1319",8320580,"202020",16,16,64
"1320",8320580,"202110",16,16,80
"1321",8320580,"202115",3,3,83
"1322",8320580,"202120",15,15,98
"1323",8320580,"202130",3,6,104
"1324",8320580,"202210",17,17,121
"1325",8320580,"202220",12,12,133
"1326",8323169,"202110",15,75,75
"1327",8323169,"202120",14,14,89
"1328",8323169,"202210",15,15,104
"1329",8323169,"202220",15,15,119
"1330",8323169,"202310",12,12,131
"1331",8323169,"202320",12,12,143
"1332",8324729,"201910",15,15,15
"1333",8324729,"201920",16,16,31
"1334",8324729,"202010",14,14,45
"1335",8324729,"202020",17,17,62
"1336",8324729,"202030",3,3,65
"1337",8324729,"202110",12,12,77
"1338",8324729,"202115",3,3,80
"1339",8324729,"202120",12,12,92
"1340",8324729,"202130",3,9,101
"1341",8324729,"202210",15,15,116
"1342",8324729,"202215",3,3,119
"1343",8324729,"202220",12,12,131
"1344",8325776,"201910",15,18,18
"1345",8325776,"201920",15,15,33
"1346",8325776,"202010",15,15,48
"1347",8325776,"202020",15,15,63
"1348",8325776,"202110",15,15,78
"1349",8325776,"202120",12,12,90
"1350",8325776,"202210",15,15,105
"1351",8325776,"202220",12,12,117
"1352",8326128,"201910",16,73,73
"1353",8326128,"201915",3,3,76
"1354",8326128,"201920",19,19,95
"1355",8326128,"201930",3,3,98
"1356",8326128,"202010",16,16,114
"1357",8326128,"202015",3,3,117
"1358",8326128,"202020",19,19,136
"1359",8326128,"202110",16,16,152
"1360",8326128,"202120",6,6,158
"1361",8326128,"202210",9,9,167
"1362",8326128,"202220",3,3,170
"1363",8326128,"202310",0,0,170
"1364",8327105,"201910",16,25,25
"1365",8327105,"201920",15,15,40
"1366",8327105,"202010",17,17,57
"1367",8327105,"202020",15,15,72
"1368",8327105,"202110",15,15,87
"1369",8327105,"202120",17,17,104
"1370",8327105,"202210",17,17,121
"1371",8327105,"202220",12,12,133
"1372",8327670,"201910",13,22,22
"1373",8327670,"201920",15,15,37
"1374",8327670,"202010",15,15,52
"1375",8327670,"202020",12,17,69
"1376",8327670,"202110",16,16,85
"1377",8327670,"202120",12,12,97
"1378",8327670,"202210",15,15,112
"1379",8327670,"202215",3,3,115
"1380",8327670,"202220",15,15,130
"1381",8329475,"201910",15,66,66
"1382",8329475,"201920",15,15,81
"1383",8329475,"202010",12,12,93
"1384",8329475,"202020",15,15,108
"1385",8329475,"202030",3,3,111
"1386",8329475,"202110",12,12,123
"1387",8329475,"202120",12,12,135
"1388",8329675,"201910",15,18,18
"1389",8329675,"201920",18,18,36
"1390",8329675,"202010",16,16,52
"1391",8329675,"202020",16,16,68
"1392",8329675,"202110",12,12,80
"1393",8329675,"202120",18,18,98
"1394",8329675,"202210",14,14,112
"1395",8329675,"202220",12,12,124
"1396",8330331,"201910",18,41,41
"1397",8330331,"201920",15,15,56
"1398",8330331,"202010",15,15,71
"1399",8330331,"202020",15,15,86
"1400",8330331,"202110",15,15,101
"1401",8330331,"202120",15,15,116
"1402",8330331,"202210",15,15,131
"1403",8330331,"202220",12,12,143
"1404",8330667,"201910",15,48,48
"1405",8330667,"201920",14,14,62
"1406",8330667,"202010",15,15,77
"1407",8330667,"202020",15,15,92
"1408",8330667,"202030",3,3,95
"1409",8330667,"202110",16,16,111
"1410",8330667,"202115",3,3,114
"1411",8330667,"202120",15,15,129
"1412",8330667,"202210",16,16,145
"1413",8330667,"202215",3,3,148
"1414",8330667,"202220",12,12,160
"1415",8331244,"201910",15,44,44
"1416",8331244,"201920",16,16,60
"1417",8331244,"202010",15,15,75
"1418",8331244,"202020",16,16,91
"1419",8331244,"202110",15,15,106
"1420",8331244,"202120",12,12,118
"1421",8331244,"202220",12,12,130
"1422",8331618,"201910",15,26,26
"1423",8331618,"201920",15,15,41
"1424",8331618,"202010",16,16,57
"1425",8331618,"202015",3,3,60
"1426",8331618,"202020",16,16,76
"1427",8331618,"202030",3,3,79
"1428",8331618,"202110",14,14,93
"1429",8331618,"202120",15,15,108
"1430",8331618,"202210",15,15,123
"1431",8331618,"202220",15,15,138
"1432",8331743,"201910",15,29,29
"1433",8331743,"201920",17,17,46
"1434",8331743,"202010",15,15,61
"1435",8331743,"202020",15,15,76
"1436",8331743,"202110",15,15,91
"1437",8331743,"202120",14,14,105
"1438",8331743,"202210",13,13,118
"1439",8331743,"202220",13,13,131
"1440",8333235,"201910",14,29,29
"1441",8333235,"201920",16,16,45
"1442",8333235,"202010",15,15,60
"1443",8333235,"202020",0,16,76
"1444",8333235,"202110",12,12,88
"1445",8333235,"202120",15,15,103
"1446",8333235,"202130",3,3,106
"1447",8333235,"202210",12,12,118
"1448",8333235,"202220",3,6,124
"1449",8333381,"201910",15,31,31
"1450",8333381,"201920",16,16,47
"1451",8333381,"202010",15,15,62
"1452",8333381,"202015",3,3,65
"1453",8333381,"202020",15,15,80
"1454",8333381,"202110",15,15,95
"1455",8333381,"202120",15,15,110
"1456",8333381,"202210",12,12,122
"1457",8333381,"202220",12,12,134
"1458",8333444,"201910",15,24,24
"1459",8333444,"201920",15,15,39
"1460",8333444,"202010",16,16,55
"1461",8333444,"202020",15,15,70
"1462",8333444,"202110",15,15,85
"1463",8333444,"202120",15,15,100
"1464",8333444,"202130",6,6,106
"1465",8333444,"202210",15,15,121
"1466",8333444,"202220",15,15,136
"1467",8333498,"201910",15,39,39
"1468",8333498,"201920",15,15,54
"1469",8333498,"202010",17,17,71
"1470",8333498,"202020",15,15,86
"1471",8333498,"202110",16,16,102
"1472",8333498,"202120",15,15,117
"1473",8333498,"202210",16,16,133
"1474",8333498,"202220",12,12,145
"1475",8334152,"201910",12,42,42
"1476",8334152,"201920",14,14,56
"1477",8334152,"202010",12,17,73
"1478",8334152,"202020",13,13,86
"1479",8334152,"202110",14,14,100
"1480",8334152,"202120",12,12,112
"1481",8334152,"202210",12,12,124
"1482",8334152,"202215",6,6,130
"1483",8334152,"202220",12,12,142
"1484",8334152,"202230",3,3,145
"1485",8334506,"201910",15,28,28
"1486",8334506,"201920",12,12,40
"1487",8334506,"202010",15,15,55
"1488",8334506,"202015",0,3,58
"1489",8334506,"202020",12,12,70
"1490",8334506,"202110",15,15,85
"1491",8334506,"202120",12,12,97
"1492",8334506,"202210",15,15,112
"1493",8334506,"202220",15,15,127
"1494",8334898,"201910",16,87,87
"1495",8334898,"201915",3,3,90
"1496",8334898,"201920",16,16,106
"1497",8334898,"201930",3,3,109
"1498",8334898,"202010",16,16,125
"1499",8334898,"202015",3,3,128
"1500",8334898,"202020",16,16,144
"1501",8334898,"202030",6,6,150
"1502",8334898,"202110",10,10,160
"1503",8334898,"202120",14,14,174
"1504",8334898,"202210",13,13,187
"1505",8334898,"202220",15,15,202
"1506",8335099,"201910",15,35,35
"1507",8335099,"201920",15,15,50
"1508",8335099,"202010",18,18,68
"1509",8335099,"202020",0,15,83
"1510",8335099,"202110",19,19,102
"1511",8335099,"202120",18,18,120
"1512",8335099,"202210",15,15,135
"1513",8335099,"202220",17,17,152
"1514",8336051,"201910",12,12,12
"1515",8336051,"201920",15,15,27
"1516",8336051,"201930",3,9,36
"1517",8336051,"202010",15,15,51
"1518",8336051,"202015",3,3,54
"1519",8336051,"202020",16,16,70
"1520",8336051,"202030",0,6,NA
"1521",8336051,"202110",16,16,92
"1522",8336051,"202120",16,16,108
"1523",8336051,"202210",15,15,123
"1524",8336051,"202215",3,3,126
"1525",8336051,"202220",12,12,138
"1526",8336139,"201910",15,33,33
"1527",8336139,"201920",16,16,49
"1528",8336139,"202010",15,15,64
"1529",8336139,"202015",6,6,70
"1530",8336139,"202020",15,15,85
"1531",8336139,"202110",17,17,102
"1532",8336139,"202120",14,14,116
"1533",8336139,"202210",15,15,131
"1534",8336139,"202215",3,3,134
"1535",8336139,"202220",12,12,146
"1536",8336578,"201910",14,23,23
"1537",8336578,"201920",16,16,39
"1538",8336578,"202010",15,15,54
"1539",8336578,"202020",12,12,66
"1540",8336578,"202110",12,12,78
"1541",8336578,"202115",6,6,84
"1542",8336578,"202120",15,15,99
"1543",8336578,"202130",3,6,105
"1544",8336578,"202210",12,12,117
"1545",8336578,"202220",12,12,129
"1546",8336655,"201910",16,19,19
"1547",8336655,"201920",14,14,33
"1548",8336655,"202010",12,12,45
"1549",8336655,"202020",15,15,60
"1550",8336655,"202110",15,15,75
"1551",8336655,"202120",15,15,90
"1552",8336655,"202210",12,12,102
"1553",8336655,"202215",6,6,108
"1554",8336655,"202220",11,11,119
"1555",8336766,"201910",17,28,28
"1556",8336766,"201920",18,18,46
"1557",8336766,"202010",16,16,62
"1558",8336766,"202020",16,16,78
"1559",8336766,"202030",3,6,84
"1560",8336766,"202110",16,16,100
"1561",8336766,"202120",18,18,118
"1562",8336766,"202210",15,15,133
"1563",8336766,"202220",12,12,145
"1564",8336795,"201910",15,15,15
"1565",8336795,"201920",14,14,29
"1566",8336795,"202010",16,16,45
"1567",8336795,"202020",15,15,60
"1568",8336795,"202110",12,12,72
