"","Student ID","Term Code","Term UG MU Earned CrHr","Term UG Overall Earned CrHr (MU and Non-MU)","Cum UG Overall Earned CrHr (MU and Non-MU)"
"1569",8336795,"202120",15,15,87
"1570",8336795,"202210",15,15,102
"1571",8336795,"202220",17,17,119
"1572",8338465,"201910",13,16,16
"1573",8338465,"201920",17,17,33
"1574",8338465,"201930",3,8,41
"1575",8338465,"202010",16,16,57
"1576",8338465,"202015",2,2,59
"1577",8338465,"202020",15,15,74
"1578",8338465,"202030",6,6,80
"1579",8338465,"202110",15,15,95
"1580",8338465,"202120",16.5,16.5,111.5
"1581",8338465,"202130",3,3,114.5
"1582",8338465,"202210",15,15,129.5
"1583",8338465,"202220",12,12,141.5
"1584",8341263,"201910",16,29,29
"1585",8341263,"201920",15,15,44
"1586",8341263,"202010",16,16,60
"1587",8341263,"202020",17,17,77
"1588",8341458,"201910",14,25,25
"1589",8341458,"201920",16,16,41
"1590",8341458,"202010",15,15,56
"1591",8341458,"202020",15,15,71
"1592",8341458,"202110",15,15,86
"1593",8341458,"202120",18,18,104
"1594",8341458,"202210",12,12,116
"1595",8341458,"202215",3,3,119
"1596",8341458,"202220",6,6,125
"1597",8351487,"201910",14,14,14
"1598",8351487,"201920",16,16,30
"1599",8351487,"201930",9,13,43
"1600",8351487,"202010",13,13,56
"1601",8351487,"202015",3,3,59
"1602",8351487,"202020",14,14,73
"1603",8351487,"202110",16,16,89
"1604",8351487,"202120",15,15,104
"1605",8351487,"202210",16,16,120
"1606",8351487,"202215",3,3,123
"1607",8351487,"202220",12,12,135
"1608",8354519,"201810",20,20,20
"1609",8354519,"201820",22,22,42
"1610",8354519,"201910",20,20,62
"1611",8354519,"201920",20,20,82
"1612",8354519,"202010",20,20,102
"1613",8354519,"202020",17,17,119
"1614",8354519,"202030",9,9,128
"1615",8354519,"202110",3,3,131
"1616",8354519,"202115",0,0,131
"1617",8354519,"202120",0,0,131
"1618",8355890,"201810",15,15,15
"1619",8355890,"201820",14,14,29
"1620",8355890,"201910",14.5,14.5,43.5
"1621",8355890,"201920",15,15,58.5
"1622",8355890,"201930",3,3,61.5
"1623",8355890,"202010",17,17,78.5
"1624",8355890,"202020",16,16,94.5
"1625",8355890,"202030",0,3,NA
"1626",8355890,"202110",18,18,115.5
"1627",8355890,"202120",15,15,130.5
"1628",8357001,"201810",16,16,16
"1629",8357001,"201820",18,18,34
"1630",8357001,"201910",17,17,51
"1631",8357001,"201920",18,18,69
"1632",8357001,"202010",8,8,77
"1633",8357001,"202020",9,9,86
"1634",8357001,"202110",6,6,92
"1635",8357001,"202120",12,12,104
"1636",8357001,"202210",15,15,119
"1637",8357001,"202215",3,3,122
"1638",8357001,"202220",12,12,134
"1639",8357001,"202230",12,12,146
"1640",8364032,"201810",16,25,25
"1641",8364032,"201820",16,16,41
"1642",8364032,"201910",19.5,19.5,60.5
"1643",8364032,"201915",3,3,63.5
"1644",8364032,"201920",14,14,77.5
"1645",8364032,"202010",15,15,92.5
"1646",8364032,"202020",20,26,118.5
"1647",8364032,"202030",0,0,118.5
"1648",8364032,"202110",22,22,140.5
"1649",8364032,"202120",15,15,155.5
"1650",8365162,"201810",15,30,30
"1651",8365162,"201820",13,13,43
"1652",8365162,"201830",6,6,49
"1653",8365162,"201910",16,16,65
"1654",8365162,"201920",15,15,80
"1655",8365162,"202010",12,12,92
"1656",8365162,"202020",14,14,106
"1657",8365162,"202110",12,12,118
"1658",8365162,"202120",6,6,124
"1659",8365422,"201810",17,49,49
"1660",8365422,"201820",14,14,63
"1661",8365422,"201830",3,3,66
"1662",8365422,"201910",15,15,81
"1663",8365422,"201915",3,3,84
"1664",8365422,"201920",15,15,99
"1665",8365422,"201930",1,1,100
"1666",8365422,"202010",9,9,109
"1667",8365422,"202015",3,3,112
"1668",8365422,"202020",9,9,121
"1669",8365422,"202110",6,6,127
"1670",8365422,"202115",0,0,127
"1671",8365422,"202120",0,0,127
"1672",8366918,"201810",17,36,36
"1673",8366918,"201820",16,16,52
"1674",8366918,"201830",3,3,55
"1675",8366918,"201910",15,15,70
"1676",8366918,"201920",12,12,82
"1677",8366918,"202010",15,15,97
"1678",8366918,"202020",15,15,112
"1679",8366918,"202110",15,15,127
"1680",8366918,"202120",15,15,142
"1681",8368121,"201810",16,54,54
"1682",8368121,"201820",18,18,72
"1683",8368121,"201910",15,15,87
"1684",8368121,"201920",15,15,102
"1685",8368121,"202010",16,16,118
"1686",8368121,"202020",13,13,131
"1687",8368121,"202030",3,3,134
"1688",8368121,"202110",16,16,150
"1689",8368925,"201810",14,39,39
"1690",8368925,"201820",15,15,54
"1691",8368925,"201910",15,15,69
"1692",8368925,"201920",12,12,81
"1693",8368925,"202010",12,12,93
"1694",8368925,"202020",17,17,110
"1695",8368925,"202110",19,19,129
"1696",8369263,"201810",17,31,31
"1697",8369263,"201820",16,16,47
"1698",8369263,"201910",15,15,62
"1699",8369263,"201920",16,16,78
"1700",8369263,"202010",15,15,93
"1701",8369263,"202015",3,3,96
"1702",8369263,"202020",15,15,111
"1703",8369263,"202110",12,12,123
"1704",8369263,"202120",12,12,135
"1705",8369816,"201810",15,53,53
"1706",8369816,"201820",15,15,68
"1707",8369816,"201910",12,12,80
"1708",8369816,"201920",14,14,94
"1709",8369816,"202010",12,12,106
"1710",8369816,"202015",6,6,112
"1711",8369816,"202020",18,18,130
"1712",8369816,"202110",15,15,145
"1713",8369816,"202115",6,6,151
"1714",8369816,"202120",18,18,169
"1715",8370493,"201810",17,26,26
"1716",8370493,"201815",3,3,29
"1717",8370493,"201820",16,16,45
"1718",8370493,"201910",15,15,60
"1719",8370493,"201920",15,15,75
"1720",8370493,"202010",15,15,90
"1721",8370493,"202110",20,20,110
"1722",8370493,"202120",17,17,127
"1723",8371019,"201810",14.5,21.5,21.5
"1724",8371019,"201820",15,15,36.5
"1725",8371019,"201910",15,15,51.5
"1726",8371019,"201920",16,16,67.5
"1727",8371019,"202010",0,16,83.5
"1728",8371019,"202020",15,15,98.5
"1729",8371019,"202110",14,14,112.5
"1730",8371019,"202120",12,12,124.5
"1731",8372734,"201810",17,32,32
"1732",8372734,"201820",16,16,48
"1733",8372734,"201910",12,12,60
"1734",8372734,"201920",15,15,75
"1735",8372734,"202010",15,15,90
"1736",8372734,"202015",3,3,93
"1737",8372734,"202020",14,14,107
"1738",8372734,"202110",12,12,119
"1739",8372734,"202120",13.5,13.5,132.5
"1740",8372868,"201810",15,34,34
"1741",8372868,"201820",17,17,51
"1742",8372868,"201910",19,19,70
"1743",8372868,"201920",17,17,87
"1744",8372868,"202010",17,17,104
"1745",8372868,"202015",3,3,107
"1746",8372868,"202020",21,21,128
"1747",8372868,"202110",17,17,145
"1748",8372868,"202120",15.5,15.5,160.5
"1749",8372995,"201810",17,36,36
"1750",8372995,"201820",14,14,50
"1751",8372995,"201910",13,13,63
"1752",8372995,"201920",15,15,78
"1753",8372995,"202010",15,15,93
"1754",8372995,"202020",15,15,108
"1755",8372995,"202110",15,15,123
"1756",8372995,"202115",1,1,124
"1757",8372995,"202120",12,12,136
"1758",8373123,"201810",12,25,25
"1759",8373123,"201820",14,14,39
"1760",8373123,"201830",0,5,NA
"1761",8373123,"201910",16,16,60
"1762",8373123,"201915",2,2,62
"1763",8373123,"201920",15,15,77
"1764",8373123,"202010",12,12,89
"1765",8373123,"202015",6,6,95
"1766",8373123,"202020",15,15,110
"1767",8373123,"202030",0,3,NA
"1768",8373123,"202110",16,16,129
"1769",8373123,"202115",3,3,132
"1770",8373123,"202120",16,16,148
"1771",8373893,"201810",15,42,42
"1772",8373893,"201820",16,16,58
"1773",8373893,"201910",17,17,75
"1774",8373893,"201920",14,14,89
"1775",8373893,"202010",15,15,104
"1776",8373893,"202020",13,16,120
"1777",8373893,"202110",12,15,135
"1778",8373893,"202120",15,15,150
"1779",8373905,"201810",17,42,42
"1780",8373905,"201820",13.5,13.5,55.5
"1781",8373905,"201910",15,15,70.5
"1782",8373905,"201920",12,12,82.5
"1783",8373905,"202010",15,15,97.5
"1784",8373905,"202015",3,3,100.5
"1785",8373905,"202020",14,14,114.5
"1786",8373905,"202030",3,3,117.5
"1787",8373905,"202110",12,12,129.5
"1788",8373905,"202120",9,9,138.5
"1789",8374059,"201810",15,18,18
"1790",8374059,"201820",16,16,34
"1791",8374059,"201830",0,5,NA
"1792",8374059,"201910",17,17,56
"1793",8374059,"201915",0,6,NA
"1794",8374059,"201920",16,16,78
"1795",8374059,"202010",12,12,90
"1796",8374059,"202015",3,3,93
"1797",8374059,"202020",20,20,113
"1798",8374059,"202030",3,3,116
"1799",8374059,"202110",12,12,128
"1800",8377224,"201810",14,39,39
"1801",8377224,"201820",15,15,54
"1802",8377224,"201910",15,15,69
"1803",8377224,"201915",0,4,73
"1804",8377224,"201920",15,15,88
"1805",8377224,"202010",15,15,103
"1806",8377224,"202020",14,14,117
"1807",8377224,"202110",12,12,129
"1808",8377224,"202120",6,6,135
"1809",8377378,"201810",17,26,26
"1810",8377378,"201820",15,15,41
"1811",8377378,"201910",14,14,55
"1812",8377378,"201920",15,15,70
"1813",8377378,"202010",18,18,88
"1814",8377378,"202020",16,16,104
"1815",8377378,"202110",15,15,119
"1816",8377378,"202120",12,12,131
"1817",8378080,"201810",17,40,40
"1818",8378080,"201820",16,16,56
"1819",8378080,"201910",18,18,74
"1820",8378080,"201920",16,16,90
"1821",8378080,"202010",16,16,106
"1822",8378080,"202020",15,15,121
"1823",8378080,"202110",16,16,137
"1824",8378080,"202120",15,15,152
"1825",8378360,"201810",17,33,33
"1826",8378360,"201820",15,15,48
"1827",8378360,"201910",16,16,64
"1828",8378360,"201920",15,15,79
"1829",8378360,"201930",6,6,85
"1830",8378360,"202010",12,12,97
"1831",8378360,"202020",15,15,112
"1832",8378360,"202110",12,12,124
"1833",8378360,"202120",12,12,136
"1834",8379005,"201810",15,32,32
"1835",8379005,"201820",16,16,48
"1836",8379005,"201910",15,15,63
"1837",8379005,"201920",15,15,78
"1838",8379005,"201930",9,12,90
"1839",8379005,"202010",15,15,105
"1840",8379005,"202015",3,3,108
"1841",8379005,"202020",16,16,124
"1842",8379005,"202030",3,6,130
"1843",8379005,"202110",15,15,145
"1844",8379005,"202120",12,12,157
"1845",8379300,"201810",14,31,31
"1846",8379300,"201815",3,3,34
"1847",8379300,"201820",13,13,47
"1848",8379300,"201910",17,17,64
"1849",8379300,"201915",3,3,67
"1850",8379300,"201920",15,15,82
"1851",8379300,"202010",15,15,97
"1852",8379300,"202015",3,3,100
"1853",8379300,"202020",15,15,115
"1854",8379300,"202110",15,15,130
"1855",8379300,"202120",15,15,145
"1856",8379976,"201810",17,45,45
"1857",8379976,"201820",15,15,60
"1858",8379976,"201910",6,6,66
"1859",8379976,"201920",16,16,82
"1860",8379976,"202010",16,16,98
"1861",8379976,"202020",16,16,114
"1862",8379976,"202110",12,12,126
"1863",8379976,"202120",12,12,138
"1864",8382476,"201810",15,54,54
"1865",8382476,"201820",15,15,69
"1866",8382476,"201910",15,15,84
"1867",8382476,"201920",13,13,97
"1868",8382476,"202010",12,12,109
"1869",8382476,"202015",6,6,115
"1870",8382476,"202020",15,15,130
"1871",8382476,"202110",0,0,130
"1872",8382476,"202115",0,0,130
"1873",8382476,"202120",0,0,130
"1874",8382573,"201810",15,49,49
"1875",8382573,"201820",17,17,66
"1876",8382573,"201830",6,6,72
"1877",8382573,"201910",16,16,88
"1878",8382573,"201920",15,15,103
"1879",8382573,"201930",6,6,109
"1880",8382573,"202010",15,15,124
"1881",8382573,"202015",3,3,127
"1882",8382573,"202020",15,15,142
"1883",8382573,"202030",3,3,145
"1884",8382573,"202110",18,18,163
"1885",8382573,"202120",21,21,184
"1886",8383536,"201810",16,45,45
"1887",8383536,"201820",16,16,61
"1888",8383536,"201910",15,15,76
"1889",8383536,"201920",12,12,88
"1890",8383536,"201930",6,6,94
"1891",8383536,"202010",12,12,106
"1892",8383536,"202020",11,11,117
"1893",8383536,"202110",9,9,126
"1894",8383536,"202115",6,6,132
"1895",8383536,"202120",12,12,144
"1896",8383536,"202210",12,12,156
"1897",8383536,"202215",3,3,159
"1898",8383536,"202220",15,15,174
"1899",8384327,"201810",16,16,16
"1900",8384327,"201820",15,15,31
"1901",8384327,"201910",15,15,46
"1902",8384327,"201915",3,3,49
"1903",8384327,"201920",19,19,68
"1904",8384327,"202010",15,15,83
"1905",8384327,"202020",15,15,98
"1906",8384327,"202110",16,16,114
"1907",8384327,"202120",10,10,124
"1908",8384480,"201810",15,18,18
"1909",8384480,"201820",15,15,33
"1910",8384480,"201910",15,15,48
"1911",8384480,"201915",3,3,51
"1912",8384480,"201920",15,15,66
"1913",8384480,"202010",15,15,81
"1914",8384480,"202020",15,15,96
"1915",8384480,"202110",15,15,111
"1916",8384480,"202120",12,12,123
"1917",8385582,"201810",15,26,26
"1918",8385582,"201820",16,16,42
"1919",8385582,"201910",15,15,57
"1920",8385582,"201915",3,3,60
"1921",8385582,"201920",15,15,75
"1922",8385582,"202010",15,15,90
"1923",8385582,"202015",3,3,93
"1924",8385582,"202020",16,16,109
"1925",8385582,"202030",3,3,112
"1926",8385582,"202110",15,15,127
"1927",8385582,"202120",15,15,142
"1928",8385894,"201810",15,21,21
"1929",8385894,"201820",14,14,35
"1930",8385894,"201910",11,11,46
"1931",8385894,"201920",15,15,61
"1932",8385894,"202010",14,14,75
"1933",8385894,"202015",6,6,81
"1934",8385894,"202020",13,13,94
"1935",8385894,"202110",15,15,109
"1936",8385894,"202120",15,15,124
"1937",8386138,"201810",17,52,52
"1938",8386138,"201820",18,18,70
"1939",8386138,"201830",3,3,73
"1940",8386138,"201910",17,17,90
"1941",8386138,"201915",3,3,93
"1942",8386138,"201920",19,19,112
"1943",8386138,"202010",18,18,130
"1944",8386138,"202020",14,14,144
"1945",8386138,"202110",17,17,161
"1946",8386138,"202120",16,16,177
"1947",8386140,"201810",12,57,57
"1948",8386140,"201820",15,15,72
"1949",8386140,"201910",16,16,88
"1950",8386140,"201920",15,15,103
"1951",8386140,"202010",12,12,115
"1952",8386140,"202020",0,16,131
"1953",8386140,"202110",12,12,143
"1954",8386140,"202120",6,6,149
"1955",8386564,"201810",16,29,29
"1956",8386564,"201820",15,15,44
"1957",8386564,"201910",15,15,59
"1958",8386564,"201920",15,15,74
"1959",8386564,"202010",15,15,89
"1960",8386564,"202015",6,6,95
"1961",8386564,"202020",15,15,110
"1962",8386564,"202110",12,12,122
"1963",8386564,"202120",12,12,134
"1964",8387041,"201810",15,43,43
"1965",8387041,"201820",15,15,58
"1966",8387041,"201910",15,15,73
"1967",8387041,"201920",15,15,88
"1968",8387041,"202010",15,15,103
"1969",8387041,"202020",0,16,119
"1970",8387041,"202110",12,12,131
"1971",8387041,"202120",12,12,143
"1972",8387094,"201810",15,15,15
"1973",8387094,"201815",0,0,15
"1974",8387094,"201820",15,15,30
"1975",8387094,"201830",3,3,33
"1976",8387094,"201910",16,16,49
"1977",8387094,"201920",14,14,63
"1978",8387094,"202010",15,15,78
"1979",8387094,"202015",3,3,81
"1980",8387094,"202020",15,15,96
"1981",8387094,"202030",3,3,99
"1982",8387094,"202110",15,15,114
"1983",8387094,"202115",3,3,117
"1984",8387094,"202120",15,15,132
"1985",8387197,"201810",16,40,40
"1986",8387197,"201820",16,16,56
"1987",8387197,"201910",15,18,74
"1988",8387197,"201920",15,15,89
"1989",8387197,"201930",6,6,95
"1990",8387197,"202010",12,12,107
"1991",8387197,"202015",6,6,113
"1992",8387197,"202020",12,12,125
"1993",8387197,"202030",3,3,128
"1994",8387197,"202110",12,12,140
"1995",8387197,"202120",12,12,152
"1996",8387363,"201810",16,23,23
"1997",8387363,"201820",14,14,37
"1998",8387363,"201910",12,12,49
"1999",8387363,"201920",15,15,64
"2000",8387363,"202010",15,15,79
"2001",8387363,"202020",15,15,94
"2002",8387363,"202110",15,15,109
"2003",8387363,"202120",12,12,121
"2004",8389050,"201810",13,34,34
"2005",8389050,"201820",17,17,51
"2006",8389050,"201830",3,6,57
"2007",8389050,"201910",15,15,72
"2008",8389050,"201920",13,13,85
"2009",8389050,"202010",0,16,101
"2010",8389050,"202015",3,3,104
"2011",8389050,"202020",18,18,122
"2012",8389050,"202110",14,14,136
"2013",8389050,"202120",12,12,148
"2014",8389212,"201810",15,35,35
"2015",8389212,"201820",16,16,51
"2016",8389212,"201830",3,3,54
"2017",8389212,"201910",15,15,69
"2018",8389212,"201920",17,17,86
"2019",8389212,"202010",14,17,103
"2020",8389212,"202020",15,15,118
"2021",8389212,"202110",15,15,133
"2022",8389212,"202120",12,12,145
"2023",8389477,"201810",16,19,19
"2024",8389477,"201820",15,15,34
"2025",8389477,"201910",15,15,49
"2026",8389477,"201915",0,4,53
"2027",8389477,"201920",15,15,68
"2028",8389477,"201930",3,3,71
"2029",8389477,"202010",15,15,86
"2030",8389477,"202020",15,15,101
"2031",8389477,"202030",6,6,107
"2032",8389477,"202110",15,15,122
"2033",8389477,"202120",12,12,134
"2034",8398087,"201810",16,25,25
"2035",8398087,"201820",14,14,39
"2036",8398087,"201910",16,16,55
"2037",8398087,"201915",6,6,61
"2038",8398087,"201920",18,18,79
"2039",8398087,"201930",1,1,80
"2040",8398087,"202010",15,15,95
"2041",8398087,"202015",6,6,101
"2042",8398087,"202020",12,12,113
"2043",8398087,"202110",12,12,125
"2044",8398087,"202120",12,12,137
"2045",8398165,"201810",17,57,57
"2046",8398165,"201815",3,3,60
"2047",8398165,"201820",15,15,75
"2048",8398165,"201830",0,0,75
"2049",8398165,"201910",12,12,87
"2050",8398165,"201915",6,6,93
"2051",8398165,"201920",17,17,110
"2052",8398165,"201930",9,9,119
"2053",8398165,"202010",15,15,134
"2054",8398165,"202015",3,3,137
"2055",8398165,"202020",18,18,155
"2056",8398165,"202110",0,0,155
"2057",8398165,"202120",0,0,155
"2058",8398303,"201910",15,38,38
"2059",8398303,"201920",12,12,50
"2060",8398303,"202010",12,12,62
"2061",8398303,"202020",12,12,74
"2062",8398303,"202030",3,6,80
"2063",8398303,"202110",13,13,93
"2064",8398303,"202120",12,12,105
"2065",8398303,"202210",12,12,117
"2066",8398303,"202220",9,9,126
"2067",8398329,"201810",16,36,36
"2068",8398329,"201820",17,17,53
"2069",8398329,"201910",15,15,68
"2070",8398329,"201920",17.5,17.5,85.5
"2071",8398329,"201930",3,3,88.5
"2072",8398329,"202010",15,15,103.5
"2073",8398329,"202015",6,6,109.5
"2074",8398329,"202020",14,14,123.5
"2075",8398329,"202110",9,9,132.5
"2076",8398329,"202120",14,14,146.5
"2077",8398877,"201710",3,3,3
"2078",8398877,"201720",3,3,6
"2079",8398877,"201810",12,12,18
"2080",8398877,"201820",15,15,33
"2081",8398877,"201910",14,14,47
"2082",8398877,"201920",12,12,59
"2083",8398877,"202010",15,15,74
"2084",8398877,"202015",3,3,77
"2085",8398877,"202020",19,19,96
"2086",8398877,"202030",3,3,99
"2087",8398877,"202110",13,13,112
"2088",8398877,"202115",3,3,115
"2089",8398877,"202120",16,16,131
"2090",8398877,"202210",17,17,148
"2091",8398877,"202215",3,3,151
"2092",8398877,"202220",13,13,164
"2093",8401257,"201710",11,11,11
"2094",8401257,"201720",13,13,24
"2095",8401257,"201810",16,34,58
"2096",8401257,"201820",18,18,76
"2097",8401257,"201910",17,17,93
"2098",8401257,"201920",15,15,108
"2099",8401257,"202010",13,13,121
"2100",8401257,"202020",18,18,139
"2101",8401257,"202110",6,6,145
"2102",8401257,"202115",0,0,145
"2103",8401257,"202120",0,0,145
"2104",8425267,"201620",3,3,3
"2105",8425267,"201710",6,6,9
"2106",8425267,"201720",6,6,15
"2107",8425267,"201810",15,15,30
"2108",8425267,"201820",14,14,44
"2109",8425267,"201910",13,13,57
"2110",8425267,"201920",15,15,72
"2111",8425267,"202010",15,15,87
"2112",8425267,"202020",15,15,102
"2113",8425267,"202110",15,15,117
"2114",8425267,"202120",12,12,129
"2115",9885956,"202210",6,6,6
"2116",9885956,NA,NA,NA,NA
