"","Student.ID","Cohort.Term","Term.Code","Major.1","Major.2","Major.3","Term.Code.Graduated","Graduated","Cum.Credit.Hours","Cum.UG.Crs.GPA"
"758",8278735,202010,202210,"BA Major","IS Major","None",202310,1,105,3.72
"759",8278735,202010,202210,"BA Major","IS Major","None",202310,1,105,3.72
"760",8278735,202010,202220,"BA Major","IS Major","None",202310,1,126,3.69
"761",8278735,202010,202220,"BA Major","IS Major","None",202310,1,126,3.69
"762",8278735,202010,202310,"BA Major","IS Major","None",202310,1,140,3.71
"763",8278735,202010,202310,"BA Major","IS Major","None",202310,1,140,3.71
"764",8279029,202010,202010,"IS Major","None","None",202320,1,32,3.4
"765",8279029,202010,202020,"IS Major","None","None",202320,1,43,3.4
"766",8279029,202010,202110,"IS Major","None","None",202320,1,58,2.85
"767",8279029,202010,202120,"IS Major","None","None",202320,1,70,2.78
"768",8279029,202010,202210,"IS Major","None","None",202320,1,84,2.62
"769",8279029,202010,202220,"IS Major","None","None",202320,1,99,2.56
"770",8279029,202010,202310,"IS Major","None","None",202320,1,112,2.64
"771",8279029,202010,202320,"IS Major","None","None",202320,1,130,2.66
"772",8279045,202010,202010,"IS Major","None","None",202320,1,48,3.88
"773",8279045,202010,202010,"IS Major","None","None",202320,1,48,3.88
"774",8279045,202010,202020,"IS Major","None","None",202320,1,65,3.94
"775",8279045,202010,202020,"IS Major","None","None",202320,1,65,3.94
"776",8279045,202010,202110,"IS Major","Supply Chain & Operations Mgmt","None",202320,1,80,3.96
"777",8279045,202010,202110,"IS Major","Supply Chain & Operations Mgmt","None",202320,1,80,3.96
"778",8279045,202010,202120,"IS Major","Supply Chain & Operations Mgmt","None",202320,1,92,3.96
"779",8279045,202010,202120,"IS Major","Supply Chain & Operations Mgmt","None",202320,1,92,3.96
"780",8279045,202010,202210,"IS Major","Supply Chain & Operations Mgmt","None",202320,1,107,3.97
"781",8279045,202010,202210,"IS Major","Supply Chain & Operations Mgmt","None",202320,1,107,3.97
"782",8279045,202010,202220,"IS Major","Supply Chain & Operations Mgmt","None",202320,1,122,3.97
"783",8279045,202010,202220,"IS Major","Supply Chain & Operations Mgmt","None",202320,1,122,3.97
"784",8279045,202010,202310,"IS Major","Supply Chain & Operations Mgmt","None",202320,1,134,3.98
"785",8279045,202010,202310,"IS Major","Supply Chain & Operations Mgmt","None",202320,1,134,3.98
"786",8279045,202010,202320,"IS Major","Supply Chain & Operations Mgmt","None",202320,1,146,3.98
"787",8279045,202010,202320,"IS Major","Supply Chain & Operations Mgmt","None",202320,1,146,3.98
"788",8279077,202010,202010,"IS Major","None","None",202320,1,39,3.22
"789",8279077,202010,202010,"IS Major","None","None",202320,1,39,3.22
"790",8279077,202010,202020,"IS Major","None","None",202320,1,51,3.3
"791",8279077,202010,202020,"IS Major","None","None",202320,1,51,3.3
"792",8279077,202010,202110,"BA Major","None","None",202320,1,67,3.54
"793",8279077,202010,202110,"BA Major","None","None",202320,1,67,3.54
"794",8279077,202010,202120,"BA Major","Finance","None",202320,1,86,3.57
"795",8279077,202010,202120,"BA Major","Finance","None",202320,1,86,3.57
"796",8279077,202010,202210,"BA Major","Finance","None",202320,1,101,3.65
"797",8279077,202010,202210,"BA Major","Finance","None",202320,1,101,3.65
"798",8279077,202010,202220,"BA Major","Finance","None",202320,1,116,3.62
"799",8279077,202010,202220,"BA Major","Finance","None",202320,1,116,3.62
"800",8279077,202010,202310,"BA Major","Finance","None",202320,1,131,3.64
"801",8279077,202010,202310,"BA Major","Finance","None",202320,1,131,3.64
"802",8279077,202010,202320,"BA Major","Finance","None",202320,1,149,3.63
"803",8279077,202010,202320,"BA Major","Finance","None",202320,1,149,3.63
"804",8279722,202010,202010,"IS Major","None","None",202320,1,22,3.18
"805",8279722,202010,202020,"IS Major","None","None",202320,1,39,2.92
"806",8279722,202010,202110,"IS Major","None","None",202320,1,56,2.92
"807",8279722,202010,202120,"IS Major","None","None",202320,1,73,2.74
"808",8279722,202010,202210,"IS Major","None","None",202320,1,88,2.8
"809",8279722,202010,202220,"IS Major","None","None",202320,1,106,2.95
"810",8279722,202010,202310,"IS Major","None","None",202320,1,121,2.9
"811",8279722,202010,202320,"IS Major","None","None",202320,1,134,2.95
"812",8280089,202010,202010,"Business Economics","None","None",202420,1,35,3.11
"813",8280089,202010,202020,"Business Economics","None","None",202420,1,50,3.09
"814",8280089,202010,202120,"Business Economics","None","None",202420,1,66,3.27
"815",8280089,202010,202210,"IS Major","None","None",202420,1,82,3.16
"816",8280089,202010,202220,"IS Major","None","None",202420,1,94,3.19
"817",8280089,202010,202310,"Cybersecurity Mgt Major","None","None",202420,1,113,3.26
"818",8280089,202010,202320,"Cybersecurity Mgt Major","None","None",202420,1,131,3.31
"819",8280089,202010,202410,"Cybersecurity Mgt Major","None","None",202420,1,150,3.37
"820",8280089,202010,202420,"Cybersecurity Mgt Major","None","None",202420,1,160,3.42
"821",8280700,202010,202010,"Undeclared - Business","None","None",202320,1,18,3.14
"822",8280700,202010,202020,"IS Major","None","None",202320,1,35,3.07
"823",8280700,202010,202110,"IS Major","None","None",202320,1,51,3.12
"824",8280700,202010,202120,"IS Major","None","None",202320,1,69,3.21
"825",8280700,202010,202210,"BA Major","None","None",202320,1,84,3.27
"826",8280700,202010,202220,"BA Major","None","None",202320,1,102,3.26
"827",8280700,202010,202310,"BA Major","None","None",202320,1,119,3.28
"828",8280700,202010,202320,"BA Major","None","None",202320,1,134,3.28
"829",8281486,202010,202010,"Finance","None","None",202320,1,54,3.9
"830",8281486,202010,202010,"Finance","None","None",202320,1,54,3.9
"831",8281486,202010,202020,"Finance","None","None",202320,1,72,3.94
"832",8281486,202010,202020,"Finance","None","None",202320,1,72,3.94
"833",8281486,202010,202110,"Accountancy","None","None",202320,1,92,3.96
"834",8281486,202010,202110,"Accountancy","None","None",202320,1,92,3.96
"835",8281486,202010,202120,"Accountancy","None","None",202320,1,109,3.94
"836",8281486,202010,202120,"Accountancy","None","None",202320,1,109,3.94
"837",8281486,202010,202210,"Accountancy","None","None",202320,1,127,3.95
"838",8281486,202010,202210,"Accountancy","None","None",202320,1,127,3.95
"839",8281486,202010,202220,"Accountancy","None","None",202320,1,145,3.96
"840",8281486,202010,202220,"Accountancy","None","None",202320,1,145,3.96
"841",8281486,202010,202310,"Accountancy","IS Major","None",202320,1,163,3.95
"842",8281486,202010,202310,"Accountancy","IS Major","None",202320,1,163,3.95
"843",8281486,202010,202320,"Accountancy","IS Major","None",202320,1,180,3.94
"844",8281486,202010,202320,"Accountancy","IS Major","None",202320,1,180,3.94
"845",8281982,202010,202010,"Undeclared - Business","None","None",202320,1,23,3.37
"846",8281982,202010,202020,"Undeclared - Business","None","None",202320,1,38,3.6
"847",8281982,202010,202110,"Undeclared - Business","None","None",202320,1,53,3.67
"848",8281982,202010,202120,"IS Major","None","None",202320,1,65,3.69
"849",8281982,202010,202210,"BA Major","None","None",202320,1,81,3.6
"850",8281982,202010,202220,"BA Major","None","None",202320,1,95,3.55
"851",8281982,202010,202310,"BA Major","None","None",202320,1,113,3.52
"852",8281982,202010,202320,"BA Major","None","None",202320,1,126,3.45
"853",8282676,202010,202010,"Human Capital Mgmt& Leadership","None","None",202320,1,48,2.81
"854",8282676,202010,202010,"Human Capital Mgmt& Leadership","None","None",202320,1,48,2.81
"855",8282676,202010,202020,"Human Capital Mgmt& Leadership","None","None",202320,1,65,3.32
"856",8282676,202010,202020,"Human Capital Mgmt& Leadership","None","None",202320,1,65,3.32
"857",8282676,202010,202110,"Human Capital Mgmt& Leadership","None","None",202320,1,86,3.41
"858",8282676,202010,202110,"Human Capital Mgmt& Leadership","None","None",202320,1,86,3.41
"859",8282676,202010,202120,"Human Capital Mgmt& Leadership","None","None",202320,1,104,3.29
"860",8282676,202010,202120,"Human Capital Mgmt& Leadership","None","None",202320,1,104,3.29
"861",8282676,202010,202210,"Human Capital Mgmt& Leadership","None","None",202320,1,131,3.2
"862",8282676,202010,202210,"Human Capital Mgmt& Leadership","None","None",202320,1,131,3.2
"863",8282676,202010,202220,"Human Capital Mgmt& Leadership","IS Major","None",202320,1,146,3.28
"864",8282676,202010,202220,"Human Capital Mgmt& Leadership","IS Major","None",202320,1,146,3.28
"865",8282676,202010,202310,"Human Capital Mgmt& Leadership","IS Major","None",202320,1,158,3.35
"866",8282676,202010,202310,"Human Capital Mgmt& Leadership","IS Major","None",202320,1,158,3.35
"867",8282676,202010,202320,"Human Capital Mgmt& Leadership","IS Major","None",202320,1,167,3.39
"868",8282676,202010,202320,"Human Capital Mgmt& Leadership","IS Major","None",202320,1,167,3.39
"869",8282692,202010,202010,"Accountancy","None","None",202320,1,17,2.9
"870",8282692,202010,202020,"Accountancy","None","None",202320,1,32,3.28
"871",8282692,202010,202110,"Accountancy","None","None",202320,1,53,3.39
"872",8282692,202010,202120,"Accountancy","None","None",202320,1,68,3.19
"873",8282692,202010,202210,"Accountancy","None","None",202320,1,85,3.1
"874",8282692,202010,202220,"Accountancy","None","None",202320,1,103,3.01
"875",8282692,202010,202310,"IS Major","None","None",202320,1,121,3.02
"876",8282692,202010,202320,"IS Major","None","None",202320,1,133,3.08
"877",8283222,202010,202010,"Marketing","None","None",202320,1,18,3.78
"878",8283222,202010,202010,"Marketing","None","None",202320,1,18,3.78
"879",8283222,202010,202020,"Marketing","None","None",202320,1,36,3.72
"880",8283222,202010,202020,"Marketing","None","None",202320,1,36,3.72
"881",8283222,202010,202110,"Marketing","None","None",202320,1,52,3.78
"882",8283222,202010,202110,"Marketing","None","None",202320,1,52,3.78
"883",8283222,202010,202120,"IS Major","Marketing","None",202320,1,70,3.77
"884",8283222,202010,202120,"IS Major","Marketing","None",202320,1,70,3.77
"885",8283222,202010,202210,"IS Major","Marketing","None",202320,1,85,3.77
"886",8283222,202010,202210,"IS Major","Marketing","None",202320,1,85,3.77
"887",8283222,202010,202220,"IS Major","Marketing","None",202320,1,103.5,3.73
"888",8283222,202010,202220,"IS Major","Marketing","None",202320,1,103.5,3.73
"889",8283222,202010,202310,"IS Major","Marketing","None",202320,1,123.5,3.72
"890",8283222,202010,202310,"IS Major","Marketing","None",202320,1,123.5,3.72
"891",8283222,202010,202320,"IS Major","Marketing","None",202320,1,138,3.74
"892",8283222,202010,202320,"IS Major","Marketing","None",202320,1,138,3.74
"893",8283990,202010,202010,"Undeclared - Business","None","None",202320,1,29,3.86
"894",8283990,202010,202010,"Undeclared - Business","None","None",202320,1,29,3.86
"895",8283990,202010,202020,"IS Major","None","None",202320,1,48,3.93
"896",8283990,202010,202020,"IS Major","None","None",202320,1,48,3.93
"897",8283990,202010,202110,"CCA","IS Major","None",202320,1,63,3.86
"898",8283990,202010,202110,"CCA","IS Major","None",202320,1,63,3.86
"899",8283990,202010,202120,"CCA","IS Major","None",202320,1,78,3.86
"900",8283990,202010,202120,"CCA","IS Major","None",202320,1,78,3.86
"901",8283990,202010,202210,"CCA","IS Major","None",202320,1,96,3.83
"902",8283990,202010,202210,"CCA","IS Major","None",202320,1,96,3.83
"903",8283990,202010,202220,"CCA","IS Major","None",202320,1,114,3.81
"904",8283990,202010,202220,"CCA","IS Major","None",202320,1,114,3.81
"905",8283990,202010,202310,"CCA","IS Major","None",202320,1,129,3.83
"906",8283990,202010,202310,"CCA","IS Major","None",202320,1,129,3.83
"907",8283990,202010,202320,"CCA","IS Major","None",202320,1,150,3.84
"908",8283990,202010,202320,"CCA","IS Major","None",202320,1,150,3.84
"909",8284203,202010,202010,"Business Economics","None","None",202320,1,34,1.57
"910",8284203,202010,202020,"Business Economics","None","None",202320,1,49,2.15
"911",8284203,202010,202110,"Business Economics","None","None",202320,1,63,2.44
"912",8284203,202010,202120,"BA Major","None","None",202320,1,77,2.48
"913",8284203,202010,202210,"IS Major","None","None",202320,1,92,2.72
"914",8284203,202010,202220,"IS Major","None","None",202320,1,108,2.75
"915",8284203,202010,202310,"IS Major","None","None",202320,1,123,2.78
"916",8284203,202010,202320,"IS Major","None","None",202320,1,135,2.84
"917",8285702,202010,202010,"IS Major","None","None",202320,1,16,3.03
"918",8285702,202010,202020,"IS Major","None","None",202320,1,30,3.12
"919",8285702,202010,202110,"IS Major","None","None",202320,1,39,3.02
"920",8285702,202010,202120,"IS Major","None","None",202320,1,54,2.89
"921",8285702,202010,202210,"Marketing","None","None",202320,1,69,2.83
"922",8285702,202010,202220,"Marketing","None","None",202320,1,87,2.64
"923",8285702,202010,202310,"Marketing","None","None",202320,1,102,2.66
"924",8285702,202010,202320,"Marketing","None","None",202320,1,119,2.68
"925",8285798,202010,202010,"Business Economics","None","None",202320,1,15,3.66
"926",8285798,202010,202020,"Business Economics","None","None",202320,1,30,3.67
"927",8285798,202010,202110,"Business Economics","None","None",202320,1,46,3.68
"928",8285798,202010,202120,"IS Major","None","None",202320,1,61,3.31
"929",8285798,202010,202210,"IS Major","None","None",202320,1,76,3.33
"930",8285798,202010,202220,"IS Major","None","None",202320,1,94,3.37
"931",8285798,202010,202310,"IS Major","None","None",202320,1,109,3.24
"932",8285798,202010,202320,"IS Major","None","None",202320,1,124,3.27
"933",8286870,202010,202010,"IS Major","None","None",202320,1,44,3.18
"934",8286870,202010,202020,"IS Major","None","None",202320,1,59,3.45
"935",8286870,202010,202110,"BA Major","IS Major","None",202320,1,74,3.55
"936",8286870,202010,202120,"BA Major","IS Major","None",202320,1,89,3.42
"937",8286870,202010,202210,"IS Major","None","None",202320,1,104,3.43
"938",8286870,202010,202220,"IS Major","None","None",202320,1,122,3.43
"939",8286870,202010,202310,"IS Major","None","None",202320,1,122,0
"940",8286870,202010,202320,"IS Major","None","None",202320,1,122,0
"941",8287228,202010,202010,"CAS","None","None",202320,1,15,3.56
"942",8287228,202010,202020,"CAS","None","None",202320,1,30,3.78
"943",8287228,202010,202110,"IS Major","None","None",202320,1,46,3.68
"944",8287228,202010,202120,"IS Major","None","None",202320,1,61,3.54
"945",8287228,202010,202210,"IS Major","None","None",202320,1,79,3.39
"946",8287228,202010,202220,"IS Major","None","None",202320,1,103,3.31
"947",8287228,202010,202310,"IS Major","None","None",202320,1,115,3.32
"948",8287228,202010,202320,"IS Major","None","None",202320,1,127,3.36
"949",8287451,202010,202010,"IS Major","None","None",202320,1,30,3.41
"950",8287451,202010,202020,"IS Major","None","None",202320,1,46,3.58
"951",8287451,202010,202110,"IS Major","None","None",202320,1,61,3.6
"952",8287451,202010,202120,"IS Major","None","None",202320,1,76,3.54
"953",8287451,202010,202210,"IS Major","None","None",202320,1,91,3.49
"954",8287451,202010,202220,"IS Major","None","None",202320,1,103,3.49
"955",8287451,202010,202310,"IS Major","None","None",202320,1,117,3.51
"956",8287451,202010,202320,"IS Major","None","None",202320,1,129,3.54
"957",8288224,202010,202010,"Undeclared - Business","None","None",202320,1,24,2.54
"958",8288224,202010,202020,"Undeclared - Business","None","None",202320,1,41,3
"959",8288224,202010,202110,"Undeclared - Business","None","None",202320,1,56,2.96
"960",8288224,202010,202120,"IS Major","None","None",202320,1,71,2.98
"961",8288224,202010,202210,"IS Major","None","None",202320,1,94,3.05
"962",8288224,202010,202220,"IS Major","None","None",202320,1,109,2.96
"963",8288224,202010,202310,"IS Major","None","None",202320,1,124,3.06
"964",8288224,202010,202320,"IS Major","None","None",202320,1,136,3.07
"965",8288743,202010,202010,"Undeclared - Business","None","None",202320,1,24,3.06
"966",8288743,202010,202020,"Undeclared - Business","None","None",202320,1,39,3.31
"967",8288743,202010,202110,"Undeclared - Business","None","None",202320,1,54,3.42
"968",8288743,202010,202120,"IS Major","None","None",202320,1,69,3.42
"969",8288743,202010,202210,"IS Major","None","None",202320,1,83,3.41
"970",8288743,202010,202220,"IS Major","None","None",202320,1,100,3.47
"971",8288743,202010,202310,"IS Major","None","None",202320,1,115,3.47
"972",8288743,202010,202320,"IS Major","None","None",202320,1,127,3.5
"973",8288840,202010,202010,"Undeclared - Business","None","None",202320,1,13,2.64
"974",8288840,202010,202020,"Undeclared - Business","None","None",202320,1,27,2.91
"975",8288840,202010,202110,"Undeclared - Business","None","None",202320,1,43,3.01
"976",8288840,202010,202120,"Human Capital Mgmt& Leadership","None","None",202320,1,55,2.75
"977",8288840,202010,202210,"Human Capital Mgmt& Leadership","None","None",202320,1,70,2.61
"978",8288840,202010,202220,"IS Major","None","None",202320,1,85,2.49
"979",8288840,202010,202310,"IS Major","None","None",202320,1,98,2.25
"980",8288840,202010,202320,"IS Major","None","None",202320,1,122,2.33
"981",8289212,202010,202010,"Supply Chain & Operations Mgmt","None","None",202320,1,22,2.71
"982",8289212,202010,202020,"Supply Chain & Operations Mgmt","None","None",202320,1,40,3.3
"983",8289212,202010,202110,"IS Major","None","None",202320,1,55,3.3
"984",8289212,202010,202120,"IS Major","None","None",202320,1,67,2.98
"985",8289212,202010,202210,"IS Major","None","None",202320,1,80,2.96
"986",8289212,202010,202220,"IS Major","None","None",202320,1,95,3.02
"987",8289212,202010,202310,"IS Major","None","None",202320,1,110,2.95
"988",8289212,202010,202320,"IS Major","None","None",202320,1,122,2.91
"989",8289532,202010,202010,"CAS","Marketing","None",202320,1,49,2.8
"990",8289532,202010,202010,"CAS","Marketing","None",202320,1,49,2.8
"991",8289532,202010,202020,"CAS","Marketing","None",202320,1,64,3.14
"992",8289532,202010,202020,"CAS","Marketing","None",202320,1,64,3.14
"993",8289532,202010,202110,"CAS","Marketing","None",202320,1,79,3.31
"994",8289532,202010,202110,"CAS","Marketing","None",202320,1,79,3.31
"995",8289532,202010,202120,"CAS","IS Major","None",202320,1,94,3.23
"996",8289532,202010,202120,"CAS","IS Major","None",202320,1,94,3.23
"997",8289532,202010,202210,"CAS","IS Major","None",202320,1,110,3.25
"998",8289532,202010,202210,"CAS","IS Major","None",202320,1,110,3.25
"999",8289532,202010,202220,"CAS","IS Major","None",202320,1,126,3.25
"1000",8289532,202010,202220,"CAS","IS Major","None",202320,1,126,3.25
"1001",8289532,202010,202310,"CAS","IS Major","None",202320,1,144,3.22
"1002",8289532,202010,202310,"CAS","IS Major","None",202320,1,144,3.22
"1003",8289532,202010,202320,"CAS","IS Major","None",202320,1,165,3.09
"1004",8289532,202010,202320,"CAS","IS Major","None",202320,1,165,3.09
"1005",8289763,202010,202010,"Finance","None","None",202320,1,34,3.07
"1006",8289763,202010,202020,"Finance","None","None",202320,1,50,3.26
"1007",8289763,202010,202110,"Finance","None","None",202320,1,65,3.4
"1008",8289763,202010,202120,"IS Major","None","None",202320,1,80,3.4
"1009",8289763,202010,202210,"IS Major","None","None",202320,1,92,3.34
"1010",8289763,202010,202220,"BA Major","None","None",202320,1,107,3.26
"1011",8289763,202010,202310,"BA Major","None","None",202320,1,122,3.16
"1012",8289763,202010,202320,"BA Major","None","None",202320,1,142,3.16
"1013",8289912,202010,202010,"IS Major","None","None",202220,1,57,3.01
"1014",8289912,202010,202020,"IS Major","None","None",202220,1,75,3.31
"1015",8289912,202010,202110,"IS Major","None","None",202220,1,90,3.45
"1016",8289912,202010,202120,"IS Major","None","None",202220,1,105,3.43
"1017",8289912,202010,202210,"IS Major","None","None",202220,1,120,3.49
"1018",8289912,202010,202220,"IS Major","None","None",202220,1,132,3.45
"1019",8290156,202010,202010,"IS Major","None","None",202320,1,39,2.88
"1020",8290156,202010,202020,"IS Major","None","None",202320,1,54,3.24
"1021",8290156,202010,202110,"IS Major","None","None",202320,1,69,3.18
"1022",8290156,202010,202120,"IS Major","None","None",202320,1,81,3.12
"1023",8290156,202010,202210,"IS Major","None","None",202320,1,93,3.11
"1024",8290156,202010,202220,"IS Major","None","None",202320,1,105,3.09
"1025",8290156,202010,202310,"IS Major","None","None",202320,1,117,3.12
"1026",8290156,202010,202320,"IS Major","None","None",202320,1,120,3.12
"1027",8290344,202010,202010,"Business Economics","None","None",202320,1,38,3.56
"1028",8290344,202010,202020,"Business Economics","None","None",202320,1,50,3.55
"1029",8290344,202010,202110,"Business Economics","None","None",202320,1,62,3.55
"1030",8290344,202010,202120,"IS Major","None","None",202320,1,74,3.33
"1031",8290344,202010,202210,"IS Major","None","None",202320,1,86,3.28
"1032",8290344,202010,202220,"IS Major","None","None",202320,1,101,3.2
"1033",8290344,202010,202310,"IS Major","None","None",202320,1,110,3.08
"1034",8290344,202010,202320,"IS Major","None","None",202320,1,124.5,3.12
"1035",8290581,202010,202010,"Undeclared - Business","None","None",202320,1,15,2.53
"1036",8290581,202010,202020,"Undeclared - Business","None","None",202320,1,27,2.68
"1037",8290581,202010,202110,"Undeclared - Business","None","None",202320,1,39,2.75
"1038",8290581,202010,202120,"Undeclared - Business","None","None",202320,1,54,2.52
"1039",8290581,202010,202210,"IS Major","None","None",202320,1,70,2.68
"1040",8290581,202010,202220,"IS Major","None","None",202320,1,85,2.62
"1041",8290581,202010,202310,"IS Major","None","None",202320,1,102,2.61
"1042",8290581,202010,202320,"IS Major","None","None",202320,1,126,2.68
"1043",8290744,202010,202010,"CAS","None","None",202320,1,30,3.1
"1044",8290744,202010,202020,"CAS","None","None",202320,1,46,3.47
"1045",8290744,202010,202110,"IS Major","None","None",202320,1,60,3.55
"1046",8290744,202010,202120,"IS Major","None","None",202320,1,75,3.33
"1047",8290744,202010,202210,"IS Major","None","None",202320,1,90,3.42
"1048",8290744,202010,202220,"IS Major","None","None",202320,1,106,3.5
"1049",8290744,202010,202310,"IS Major","None","None",202320,1,118,3.44
"1050",8290744,202010,202320,"IS Major","None","None",202320,1,129,3.48
"1051",8291186,202010,202010,"Undeclared - Business","None","None",202320,1,15,3.16
"1052",8291186,202010,202020,"Undeclared - Business","None","None",202320,1,32,3.3
"1053",8291186,202010,202110,"Undeclared - Business","None","None",202320,1,45,3.4
"1054",8291186,202010,202120,"IS Major","None","None",202320,1,60,3.42
"1055",8291186,202010,202210,"IS Major","None","None",202320,1,75,3.12
"1056",8291186,202010,202220,"IS Major","None","None",202320,1,88,3.06
"1057",8291186,202010,202310,"IS Major","None","None",202320,1,102,3.06
"1058",8291186,202010,202320,"IS Major","None","None",202320,1,115,3.08
"1059",8291384,202010,202010,"Accountancy","None","None",202310,1,64,3.3
"1060",8291384,202010,202010,"Accountancy","None","None",202310,1,64,3.3
"1061",8291384,202010,202020,"Accountancy","BA Major","None",202310,1,80,3.48
"1062",8291384,202010,202020,"Accountancy","BA Major","None",202310,1,80,3.48
"1063",8291384,202010,202110,"Accountancy","BA Major","None",202310,1,96,3.35
"1064",8291384,202010,202110,"Accountancy","BA Major","None",202310,1,96,3.35
"1065",8291384,202010,202120,"Accountancy","IS Major","None",202310,1,111,3.33
"1066",8291384,202010,202120,"Accountancy","IS Major","None",202310,1,111,3.33
"1067",8291384,202010,202210,"Accountancy","IS Major","None",202310,1,126,3.39
"1068",8291384,202010,202210,"Accountancy","IS Major","None",202310,1,126,3.39
"1069",8291384,202010,202220,"Accountancy","IS Major","None",202310,1,144,3.38
"1070",8291384,202010,202220,"Accountancy","IS Major","None",202310,1,144,3.38
"1071",8291384,202010,202310,"Accountancy","CEC","IS Major",202310,1,160,3.42
"1072",8291384,202010,202310,"Accountancy","CEC","IS Major",202310,1,160,3.42
"1073",8291683,202010,202010,"IS Major","None","None",202320,1,10,3.58
"1074",8291683,202010,202020,"IS Major","None","None",202320,1,24,3.41
"1075",8291683,202010,202110,"IS Major","None","None",202320,1,37,2.86
"1076",8291683,202010,202120,"IS Major","None","None",202320,1,51,2.81
"1077",8291683,202010,202210,"IS Major","None","None",202320,1,68,2.82
"1078",8291683,202010,202220,"IS Major","None","None",202320,1,87,2.75
"1079",8291683,202010,202310,"IS Major","None","None",202320,1,102,2.69
"1080",8291683,202010,202320,"IS Major","None","None",202320,1,119,2.64
"1081",8291791,202010,202010,"Undeclared - Business","None","None",202320,1,29,2.87
"1082",8291791,202010,202020,"Undeclared - Business","None","None",202320,1,45,2.96
"1083",8291791,202010,202110,"IS Major","None","None",202320,1,57,2.99
"1084",8291791,202010,202120,"IS Major","None","None",202320,1,72,2.94
"1085",8291791,202010,202210,"IS Major","None","None",202320,1,90,2.76
"1086",8291791,202010,202220,"IS Major","None","None",202320,1,102,2.69
"1087",8291791,202010,202310,"IS Major","None","None",202320,1,114,2.73
"1088",8291791,202010,202320,"IS Major","None","None",202320,1,130,2.66
"1089",8292025,202010,202010,"Undeclared - Business","None","None",202410,1,32,2.87
"1090",8292025,202010,202020,"Undeclared - Business","None","None",202410,1,46,2.97
"1091",8292025,202010,202110,"Undeclared - Business","None","None",202410,1,61,3
"1092",8292025,202010,202120,"IS Major","None","None",202410,1,76,2.95
"1093",8292025,202010,202210,"IS Major","None","None",202410,1,91,2.98
"1094",8292025,202010,202220,"IS Major","None","None",202410,1,104,2.93
"1095",8292025,202010,202310,"IS Major","None","None",202410,1,113,2.72
"1096",8292025,202010,202320,"IS Major","None","None",202410,1,122,2.67
"1097",8292025,202010,202410,"IS Major","None","None",202410,1,125,2.67
"1098",8292442,202010,202010,"Entrepreneurship","Undeclared - Business","None",202320,1,22,3.94
"1099",8292442,202010,202020,"Entrepreneurship","Undeclared - Business","None",202320,1,36,3.86
"1100",8292442,202010,202110,"Entrepreneurship","Undeclared - Business","None",202320,1,54,3.86
"1101",8292442,202010,202120,"IS Major","None","None",202320,1,73,3.88
"1102",8292442,202010,202210,"BA Major","None","None",202320,1,90,3.87
"1103",8292442,202010,202220,"BA Major","None","None",202320,1,109,3.85
"1104",8292442,202010,202310,"BA Major","None","None",202320,1,124,3.85
"1105",8292442,202010,202320,"BA Major","None","None",202320,1,140,3.82
"1106",8293283,202010,202010,"Accountancy","None","None",202220,1,19,3.67
"1107",8293283,202010,202020,"Accountancy","None","None",202220,1,39,3.67
"1108",8293283,202010,202110,"IS Major","None","None",202220,1,56,3.63
"1109",8293283,202010,202120,"IS Major","None","None",202220,1,77,3.66
"1110",8293283,202010,202210,"IS Major","None","None",202220,1,97,3.52
"1111",8293283,202010,202220,"IS Major","None","None",202220,1,121,3.5
"1112",8293553,202010,202010,"Accountancy","None","None",202320,1,36,3.5
"1113",8293553,202010,202020,"Accountancy","None","None",202320,1,51,3.65
"1114",8293553,202010,202110,"Accountancy","None","None",202320,1,67,3.69
"1115",8293553,202010,202120,"BA Major","IS Major","None",202320,1,84,3.75
"1116",8293553,202010,202210,"BA Major","IS Major","None",202320,1,99,3.79
"1117",8293553,202010,202220,"BA Major","IS Major","None",202320,1,114,3.75
"1118",8293553,202010,202310,"BA Major","IS Major","None",202320,1,131,3.78
"1119",8293553,202010,202320,"BA Major","IS Major","None",202320,1,143,3.79
"1120",8294324,202010,202010,"IS Major","None","None",202310,1,29,3.96
"1121",8294324,202010,202020,"IS Major","None","None",202310,1,47,3.95
"1122",8294324,202010,202110,"IS Major","None","None",202310,1,64,3.89
"1123",8294324,202010,202120,"IS Major","None","None",202310,1,81,3.88
"1124",8294324,202010,202210,"IS Major","None","None",202310,1,97,3.84
"1125",8294324,202010,202220,"IS Major","None","None",202310,1,115,3.86
"1126",8294324,202010,202310,"IS Major","None","None",202310,1,127,3.86
"1127",8294574,202010,202010,"Accountancy","None","None",202320,1,30,2.98
"1128",8294574,202010,202020,"Accountancy","None","None",202320,1,43,3.27
"1129",8294574,202010,202110,"Accountancy","None","None",202320,1,58,3.36
"1130",8294574,202010,202120,"IS Major","None","None",202320,1,70,3.38
"1131",8294574,202010,202210,"IS Major","None","None",202320,1,85,3.4
"1132",8294574,202010,202220,"IS Major","None","None",202320,1,100,3.4
"1133",8294574,202010,202310,"IS Major","None","None",202320,1,112,3.48
"1134",8294574,202010,202320,"IS Major","None","None",202320,1,127,3.46
"1135",8294890,202010,202020,"IS Major","None","None",NA,NA,39,3.24
"1136",8294890,202010,202110,"IS Major","None","None",NA,NA,54,3.38
"1137",8294890,202010,202120,"IS Major","None","None",NA,NA,66,2.85
