"","Student.ID","Cohort.Term","Term.Code","Major.1","Major.2","Major.3","Term.Code.Graduated","Graduated","Cum.Credit.Hours","Cum.UG.Crs.GPA"
"368",8230735,202110,202320,"BA Major","IS Major","None",202420,1,110,3.55
"369",8230735,202110,202410,"BA Major","IS Major","None",202420,1,128,3.55
"370",8230735,202110,202420,"BA Major","IS Major","None",202420,1,140,3.53
"371",8231350,202110,202110,"Business Economics","None","None",202420,1,15,3.8
"372",8231350,202110,202120,"Marketing","None","None",202420,1,35,3.85
"373",8231350,202110,202210,"Business Economics","None","None",202420,1,55,3.91
"374",8231350,202110,202220,"Finance","IS Major","None",202420,1,73,3.81
"375",8231350,202110,202310,"Finance","None","None",202420,1,92,3.72
"376",8231350,202110,202320,"Finance","None","None",202420,1,113,3.73
"377",8231350,202110,202410,"Finance","None","None",202420,1,128,3.74
"378",8231350,202110,202420,"Finance","None","None",202420,1,144,3.7
"379",8231569,202110,202110,"IS Major","None","None",202420,1,18,4
"380",8231569,202110,202120,"IS Major","None","None",202420,1,30,3.7
"381",8231569,202110,202210,"IS Major","None","None",202420,1,42,3.47
"382",8231569,202110,202220,"IS Major","None","None",202420,1,48,3.48
"383",8231569,202110,202310,"Cybersecurity Mgt Major","None","None",202420,1,57,3.36
"384",8231569,202110,202320,"Cybersecurity Mgt Major","None","None",202420,1,69,3.45
"385",8231569,202110,202410,"Cybersecurity Mgt Major","None","None",202420,1,85,3.45
"386",8231569,202110,202420,"Cybersecurity Mgt Major","None","None",202420,1,107,3.54
"387",8231842,202110,202110,"Undeclared - Business","None","None",202420,1,18,3.94
"388",8231842,202110,202120,"Undeclared - Business","None","None",202420,1,33,3.34
"389",8231842,202110,202210,"Undeclared - Business","None","None",202420,1,48,3.22
"390",8231842,202110,202220,"IS Major","None","None",202420,1,57,3.13
"391",8231842,202110,202310,"IS Major","None","None",202420,1,75,2.9
"392",8231842,202110,202320,"IS Major","None","None",202420,1,87,2.82
"393",8231842,202110,202410,"IS Major","None","None",202420,1,102,2.84
"394",8231842,202110,202420,"IS Major","None","None",202420,1,124,2.8
"395",8232786,202110,202110,"Undeclared - Business","None","None",202420,1,15,3.42
"396",8232786,202110,202120,"Undeclared - Business","None","None",202420,1,31,3.05
"397",8232786,202110,202210,"Undeclared - Business","None","None",202420,1,46,3.19
"398",8232786,202110,202220,"IS Major","None","None",202420,1,61,3.22
"399",8232786,202110,202310,"Cybersecurity Mgt Major","None","None",202420,1,76,3.13
"400",8232786,202110,202320,"Cybersecurity Mgt Major","None","None",202420,1,90,3.12
"401",8232786,202110,202410,"Cybersecurity Mgt Major","None","None",202420,1,104,3.13
"402",8232786,202110,202420,"Cybersecurity Mgt Major","None","None",202420,1,119,3.15
"403",8233515,202110,202110,"Undeclared - Business","None","None",202420,1,17,3.48
"404",8233515,202110,202120,"Undeclared - Business","None","None",202420,1,32.5,3.18
"405",8233515,202110,202210,"Undeclared - Business","None","None",202420,1,47.5,3.28
"406",8233515,202110,202220,"IS Major","None","None",202420,1,62.5,3.22
"407",8233515,202110,202310,"Business Economics","None","None",202420,1,77.5,3.22
"408",8233515,202110,202320,"Business Economics","None","None",202420,1,92.5,3.18
"409",8233515,202110,202410,"Business Economics","None","None",202420,1,113.5,3.25
"410",8233515,202110,202420,"Business Economics","None","None",202420,1,128.5,3.24
"411",8233844,202110,202110,"Accountancy","None","None",202420,1,34,3.46
"412",8233844,202110,202120,"Accountancy","None","None",202420,1,49,3.66
"413",8233844,202110,202210,"CAS","IS Major","None",202420,1,64,3.59
"414",8233844,202110,202220,"BA Major","CAS","None",202420,1,82,3.58
"415",8233844,202110,202310,"BA Major","CAS","None",202420,1,97,3.57
"416",8233844,202110,202320,"BA Major","None","None",202420,1,112,3.48
"417",8233844,202110,202410,"BA Major","None","None",202420,1,128,3.46
"418",8233844,202110,202420,"BA Major","None","None",202420,1,140,3.41
"419",8234195,202110,202110,"Accountancy","None","None",202420,1,24,3.42
"420",8234195,202110,202120,"Accountancy","None","None",202420,1,39,3.24
"421",8234195,202110,202210,"Accountancy","None","None",202420,1,52,3.02
"422",8234195,202110,202220,"IS Major","None","None",202420,1,68,2.93
"423",8234195,202110,202310,"IS Major","None","None",202420,1,83,2.88
"424",8234195,202110,202320,"IS Major","None","None",202420,1,98,2.96
"425",8234195,202110,202410,"IS Major","None","None",202420,1,113,3
"426",8234195,202110,202420,"IS Major","None","None",202420,1,129,3.03
"427",8235359,202110,202110,"CAS","None","None",202420,1,18,3.71
"428",8235359,202110,202120,"CAS","None","None",202420,1,35,3.68
"429",8235359,202110,202210,"Undeclared - Business","None","None",202420,1,50,3.72
"430",8235359,202110,202220,"IS Major","None","None",202420,1,64,3.72
"431",8235359,202110,202310,"IS Major","None","None",202420,1,80,3.7
"432",8235359,202110,202320,"IS Major","None","None",202420,1,98,3.67
"433",8235359,202110,202410,"IS Major","None","None",202420,1,113,3.62
"434",8235359,202110,202420,"IS Major","None","None",202420,1,125,3.63
"435",8235554,202110,202110,"IS Major","None","None",202420,1,16,3.61
"436",8235554,202110,202120,"IS Major","None","None",202420,1,30,3.48
"437",8235554,202110,202210,"Finance","None","None",202420,1,45,3.28
"438",8235554,202110,202220,"Finance","None","None",202420,1,54,3.27
"439",8235554,202110,202310,"Finance","None","None",202420,1,71,3.24
"440",8235554,202110,202320,"Finance","None","None",202420,1,87,3.24
"441",8235554,202110,202410,"Finance","None","None",202420,1,108,3.16
"442",8235554,202110,202420,"Finance","None","None",202420,1,124,3.14
"443",8235697,202110,202110,"Accountancy","None","None",202420,1,22,3.47
"444",8235697,202110,202120,"Accountancy","None","None",202420,1,38,2.81
"445",8235697,202110,202210,"Accountancy","None","None",202420,1,53,2.8
"446",8235697,202110,202220,"IS Major","None","None",202420,1,69,2.85
"447",8235697,202110,202310,"IS Major","None","None",202420,1,84,2.92
"448",8235697,202110,202320,"IS Major","None","None",202420,1,102,2.94
"449",8235697,202110,202410,"IS Major","None","None",202420,1,114,2.98
"450",8235697,202110,202420,"IS Major","None","None",202420,1,126,2.99
"451",8235926,202110,202110,"Undeclared - Business","None","None",202420,1,15,3.85
"452",8235926,202110,202120,"Undeclared - Business","None","None",202420,1,29,3.77
"453",8235926,202110,202210,"Undeclared - Business","None","None",202420,1,44,3.74
"454",8235926,202110,202220,"IS Major","None","None",202420,1,59,3.61
"455",8235926,202110,202310,"BA Major","None","None",202420,1,74,3.54
"456",8235926,202110,202320,"BA Major","None","None",202420,1,89,3.5
"457",8235926,202110,202410,"BA Major","None","None",202420,1,101,3.51
"458",8235926,202110,202420,"BA Major","None","None",202420,1,119,3.52
"459",8236079,202110,202110,"Business Economics","None","None",202410,1,49,3.86
"460",8236079,202110,202120,"Business Economics","None","None",202410,1,65,3.83
"461",8236079,202110,202210,"IS Major","None","None",202410,1,81,3.76
"462",8236079,202110,202220,"IS Major","None","None",202410,1,96,3.75
"463",8236079,202110,202310,"IS Major","None","None",202410,1,111,3.7
"464",8236079,202110,202320,"IS Major","None","None",202410,1,127,3.72
"465",8236079,202110,202410,"IS Major","None","None",202410,1,127,0
"466",8237411,202110,202110,"Business Economics","None","None",202420,1,22,3.7
"467",8237411,202110,202120,"Business Economics","None","None",202420,1,39,3.55
"468",8237411,202110,202210,"IS Major","None","None",202420,1,51,3.46
"469",8237411,202110,202220,"IS Major","None","None",202420,1,66,3.37
"470",8237411,202110,202310,"IS Major","None","None",202420,1,81,3.37
"471",8237411,202110,202320,"IS Major","None","None",202420,1,99,3.3
"472",8237411,202110,202410,"IS Major","None","None",202420,1,112,3.32
"473",8237411,202110,202420,"IS Major","None","None",202420,1,125,3.31
"474",8238330,202110,202110,"Business Economics","None","None",202420,1,35,3.2
"475",8238330,202110,202110,"Business Economics","None","None",202420,1,35,3.2
"476",8238330,202110,202120,"Marketing","None","None",202420,1,54,3.27
"477",8238330,202110,202120,"Marketing","None","None",202420,1,54,3.27
"478",8238330,202110,202210,"Marketing","None","None",202420,1,69,3.4
"479",8238330,202110,202210,"Marketing","None","None",202420,1,69,3.4
"480",8238330,202110,202220,"IS Major","Marketing","None",202420,1,87,3.46
"481",8238330,202110,202220,"IS Major","Marketing","None",202420,1,87,3.46
"482",8238330,202110,202310,"IS Major","Marketing","None",202420,1,105,3.53
"483",8238330,202110,202310,"IS Major","Marketing","None",202420,1,105,3.53
"484",8238330,202110,202320,"IS Major","Marketing","None",202420,1,123,3.58
"485",8238330,202110,202320,"IS Major","Marketing","None",202420,1,123,3.58
"486",8238330,202110,202410,"IS Major","Marketing","None",202420,1,135,3.56
"487",8238330,202110,202410,"IS Major","Marketing","None",202420,1,135,3.56
"488",8238330,202110,202420,"IS Major","Marketing","None",202420,1,150,3.59
"489",8238330,202110,202420,"IS Major","Marketing","None",202420,1,150,3.59
"490",8239231,202110,202110,"IS Major","None","None",202420,1,38,3.46
"491",8239231,202110,202120,"Finance","None","None",202420,1,53,3.53
"492",8239231,202110,202210,"Finance","None","None",202420,1,65,3.45
"493",8239231,202110,202310,"Finance","None","None",202420,1,81,3.47
"494",8239231,202110,202320,"Finance","None","None",202420,1,96,3.38
"495",8239231,202110,202410,"Finance","None","None",202420,1,114,3.38
"496",8239231,202110,202420,"Finance","None","None",202420,1,135,3.33
"497",8239643,202110,202110,"IS Major","None","None",202410,1,37,2.59
"498",8239643,202110,202120,"IS Major","None","None",202410,1,52,3.04
"499",8239643,202110,202210,"IS Major","None","None",202410,1,67,3.19
"500",8239643,202110,202220,"IS Major","None","None",202410,1,82,3.33
"501",8239643,202110,202310,"IS Major","None","None",202410,1,97,3.34
"502",8239643,202110,202320,"IS Major","None","None",202410,1,118,3.41
"503",8239643,202110,202410,"IS Major","None","None",202410,1,121,3.39
"504",8240060,202110,202110,"IS Major","None","None",202420,1,39,3.96
"505",8240060,202110,202120,"IS Major","None","None",202420,1,55,3.98
"506",8240060,202110,202210,"IS Major","None","None",202420,1,72,3.96
"507",8240060,202110,202220,"Supply Chain & Operations Mgmt","None","None",202420,1,87,3.97
"508",8240060,202110,202310,"Supply Chain & Operations Mgmt","None","None",202420,1,102,3.97
"509",8240060,202110,202320,"Supply Chain & Operations Mgmt","None","None",202420,1,114,3.97
"510",8240060,202110,202410,"Supply Chain & Operations Mgmt","None","None",202420,1,129,3.98
"511",8240060,202110,202420,"Supply Chain & Operations Mgmt","None","None",202420,1,141,3.98
"512",8240157,202110,202110,"IS Major","None","None",202420,1,38,4
"513",8240157,202110,202120,"IS Major","None","None",202420,1,54,4
"514",8240157,202110,202210,"IS Major","None","None",202420,1,70,4
"515",8240157,202110,202220,"IS Major","None","None",202420,1,85,4
"516",8240157,202110,202310,"IS Major","None","None",202420,1,100,4
"517",8240157,202110,202320,"IS Major","None","None",202420,1,121,4
"518",8240157,202110,202410,"IS Major","None","None",202420,1,135.5,4
"519",8240157,202110,202420,"IS Major","None","None",202420,1,149.5,4
"520",8242006,202110,202110,"IS Major","None","None",202420,1,52,2.99
"521",8242006,202110,202120,"IS Major","None","None",202420,1,64,3.1
"522",8242006,202110,202210,"IS Major","None","None",202420,1,82,2.9
"523",8242006,202110,202220,"IS Major","None","None",202420,1,99,2.94
"524",8242006,202110,202310,"Cybersecurity Mgt Major","None","None",202420,1,114,2.97
"525",8242006,202110,202320,"Cybersecurity Mgt Major","None","None",202420,1,129,3.04
"526",8242006,202110,202410,"Cybersecurity Mgt Major","None","None",202420,1,144,3.14
"527",8242006,202110,202420,"Cybersecurity Mgt Major","None","None",202420,1,159,3.25
"528",8242443,202110,202110,"IS Major","None","None",202420,1,45,3.89
"529",8242443,202110,202120,"IS Major","None","None",202420,1,61,3.51
"530",8242443,202110,202210,"IS Major","None","None",202420,1,81,3.56
"531",8242443,202110,202220,"IS Major","None","None",202420,1,97,3.58
"532",8242443,202110,202310,"IS Major","None","None",202420,1,112,3.4
"533",8242443,202110,202320,"IS Major","None","None",202420,1,124,3.27
"534",8242443,202110,202410,"IS Major","None","None",202420,1,133,3.26
"535",8242443,202110,202420,"IS Major","None","None",202420,1,145,3.27
"536",8243519,202110,202110,"Accountancy","None","None",202420,1,29,3.86
"537",8243519,202110,202120,"Accountancy","None","None",202420,1,44,3.95
"538",8243519,202110,202210,"Accountancy","IS Major","None",202420,1,60,3.87
"539",8243519,202110,202220,"Accountancy","IS Major","None",202420,1,75,3.9
"540",8243519,202110,202310,"Accountancy","IS Major","None",202420,1,90,3.83
"541",8243519,202110,202320,"Accountancy","None","None",202420,1,107,3.75
"542",8243519,202110,202410,"Accountancy","None","None",202420,1,124,3.72
"543",8243519,202110,202420,"Accountancy","None","None",202420,1,144,3.71
"544",8243906,202110,202110,"Marketing","None","None",202420,1,15,3.94
"545",8243906,202110,202120,"Marketing","None","None",202420,1,32,3.8
"546",8243906,202110,202210,"Marketing","None","None",202420,1,48,3.69
"547",8243906,202110,202220,"IS Major","None","None",202420,1,63,3.5
"548",8243906,202110,202310,"IS Major","None","None",202420,1,81,3.32
"549",8243906,202110,202320,"IS Major","None","None",202420,1,102,3.26
"550",8243906,202110,202410,"IS Major","None","None",202420,1,121,3.32
"551",8243906,202110,202420,"IS Major","None","None",202420,1,142,3.31
"552",8245801,202110,202110,"Undeclared - Business","None","None",202410,1,39,3.9
"553",8245801,202110,202120,"Undeclared - Business","None","None",202410,1,54,3.95
"554",8245801,202110,202210,"IS Major","None","None",202410,1,69,3.97
"555",8245801,202110,202220,"IS Major","None","None",202410,1,88,3.92
"556",8245801,202110,202310,"IS Major","None","None",202410,1,103,3.94
"557",8245801,202110,202320,"IS Major","None","None",202410,1,115,3.86
"558",8245801,202110,202410,"IS Major","None","None",202410,1,127,3.76
"559",8246329,202110,202110,"BA Major","None","None",202420,1,25,3.9
"560",8246329,202110,202120,"BA Major","None","None",202420,1,44,3.95
"561",8246329,202110,202210,"BA Major","None","None",202420,1,59,3.88
"562",8246329,202110,202220,"IS Major","None","None",202420,1,76,3.9
"563",8246329,202110,202310,"IS Major","None","None",202420,1,92,3.87
"564",8246329,202110,202320,"IS Major","None","None",202420,1,107,3.89
"565",8246329,202110,202410,"IS Major","None","None",202420,1,122,3.89
"566",8246329,202110,202420,"IS Major","None","None",202420,1,134,3.9
"567",8246688,202110,202110,"IS Major","None","None",202420,1,15,3.7
"568",8246688,202110,202120,"IS Major","None","None",202420,1,30,3.8
"569",8246688,202110,202210,"CEC","None","None",202420,1,48,3.62
"570",8246688,202110,202220,"CEC","None","None",202420,1,66,3.65
"571",8246688,202110,202310,"CEC","None","None",202420,1,85,3.67
"572",8246688,202110,202320,"CEC","None","None",202420,1,103,3.67
"573",8246688,202110,202410,"CEC","None","None",202420,1,120,3.66
"574",8246688,202110,202420,"CEC","None","None",202420,1,136,3.68
"575",8246861,202110,202110,"CCA","Finance","None",202420,1,60,3.87
"576",8246861,202110,202120,"CCA","Finance","None",202420,1,74,3.9
"577",8246861,202110,202210,"IS Major","None","None",202420,1,89,3.79
"578",8246861,202110,202220,"IS Major","None","None",202420,1,105,3.78
"579",8246861,202110,202310,"IS Major","None","None",202420,1,118,3.65
"580",8246861,202110,202320,"IS Major","None","None",202420,1,133,3.63
"581",8246861,202110,202410,"IS Major","None","None",202420,1,148,3.59
"582",8246861,202110,202420,"IS Major","None","None",202420,1,160,3.6
"583",8246891,202110,202110,"Business Economics","None","None",202420,1,32,3.33
"584",8246891,202110,202120,"IS Major","None","None",202420,1,47,3.36
"585",8246891,202110,202210,"IS Major","None","None",202420,1,63,3.37
"586",8246891,202110,202220,"IS Major","None","None",202420,1,78,3.42
"587",8246891,202110,202310,"IS Major","None","None",202420,1,90,3.45
"588",8246891,202110,202320,"IS Major","None","None",202420,1,105,3.48
"589",8246891,202110,202410,"IS Major","None","None",202420,1,120,3.53
"590",8246891,202110,202420,"IS Major","None","None",202420,1,132,3.52
"591",8249408,202110,202110,"Entrepreneurship","IS Major","None",202420,1,37,3.8
"592",8249408,202110,202110,"Entrepreneurship","IS Major","None",202420,1,37,3.8
"593",8249408,202110,202120,"Entrepreneurship","IS Major","None",202420,1,55,3.56
"594",8249408,202110,202120,"Entrepreneurship","IS Major","None",202420,1,55,3.56
"595",8249408,202110,202210,"Entrepreneurship","IS Major","None",202420,1,70,3.54
"596",8249408,202110,202210,"Entrepreneurship","IS Major","None",202420,1,70,3.54
"597",8249408,202110,202220,"Entrepreneurship","IS Major","None",202420,1,85,3.5
"598",8249408,202110,202220,"Entrepreneurship","IS Major","None",202420,1,85,3.5
"599",8249408,202110,202310,"Entrepreneurship","IS Major","None",202420,1,103,3.56
"600",8249408,202110,202310,"Entrepreneurship","IS Major","None",202420,1,103,3.56
"601",8249408,202110,202320,"Cybersecurity Mgt Major","Entrepreneurship","None",202420,1,119,3.56
"602",8249408,202110,202320,"Cybersecurity Mgt Major","Entrepreneurship","None",202420,1,119,3.56
"603",8249408,202110,202410,"Cybersecurity Mgt Major","Entrepreneurship","None",202420,1,135,3.49
"604",8249408,202110,202410,"Cybersecurity Mgt Major","Entrepreneurship","None",202420,1,135,3.49
"605",8249408,202110,202420,"Cybersecurity Mgt Major","Entrepreneurship","None",202420,1,153,3.55
"606",8249408,202110,202420,"Cybersecurity Mgt Major","Entrepreneurship","None",202420,1,153,3.55
"607",8250961,202110,202110,"IS Major","None","None",202420,1,27,3.68
"608",8250961,202110,202120,"IS Major","None","None",202420,1,41,3.71
"609",8250961,202110,202210,"IS Major","None","None",202420,1,56,3.8
"610",8250961,202110,202220,"IS Major","None","None",202420,1,72,3.8
"611",8250961,202110,202310,"IS Major","None","None",202420,1,87,3.71
"612",8250961,202110,202320,"IS Major","None","None",202420,1,102,3.7
"613",8250961,202110,202410,"IS Major","None","None",202420,1,117,3.69
"614",8250961,202110,202420,"IS Major","None","None",202420,1,129,3.7
"615",8251247,202110,202110,"CEC","None","None",202420,1,70,3.88
"616",8251247,202110,202120,"CEC","IS Major","None",202420,1,85,3.94
"617",8251247,202110,202210,"CEC","None","None",202420,1,102,3.94
"618",8251247,202110,202220,"CEC","None","None",202420,1,117,3.94
"619",8251247,202110,202310,"CEC","None","None",202420,1,140,3.96
"620",8251247,202110,202320,"CEC","None","None",202420,1,158,3.96
"621",8251247,202110,202410,"CEC","None","None",202420,1,172,3.97
"622",8251247,202110,202420,"CEC","None","None",202420,1,189,3.93
"623",8260919,202110,202110,"Marketing","None","None",202420,1,36,3.82
"624",8260919,202110,202110,"Marketing","None","None",202420,1,36,3.82
"625",8260919,202110,202120,"Marketing","None","None",202420,1,52,3.89
"626",8260919,202110,202120,"Marketing","None","None",202420,1,52,3.89
"627",8260919,202110,202210,"Marketing","None","None",202420,1,70,3.7
"628",8260919,202110,202210,"Marketing","None","None",202420,1,70,3.7
"629",8260919,202110,202220,"IS Major","Marketing","None",202420,1,85,3.64
"630",8260919,202110,202220,"IS Major","Marketing","None",202420,1,85,3.64
"631",8260919,202110,202310,"IS Major","Marketing","None",202420,1,109,3.64
"632",8260919,202110,202310,"IS Major","Marketing","None",202420,1,109,3.64
"633",8260919,202110,202320,"IS Major","Marketing","None",202420,1,124,3.67
"634",8260919,202110,202320,"IS Major","Marketing","None",202420,1,124,3.67
"635",8260919,202110,202410,"IS Major","Marketing","None",202420,1,140,3.7
"636",8260919,202110,202410,"IS Major","Marketing","None",202420,1,140,3.7
"637",8260919,202110,202420,"IS Major","Marketing","None",202420,1,155,3.72
"638",8260919,202110,202420,"IS Major","Marketing","None",202420,1,155,3.72
"639",8262583,202210,202210,"Supply Chain & Operations Mgmt","None","None",202515,1,36,3.95
"640",8262583,202210,202220,"Supply Chain & Operations Mgmt","None","None",202515,1,56,3.9
"641",8262583,202210,202310,"Cybersecurity Mgt Major","None","None",202515,1,71,3.87
"642",8262583,202210,202320,"Cybersecurity Mgt Major","None","None",202515,1,92,3.89
"643",8262583,202210,202410,"IS Major","None","None",202515,1,108.5,3.88
"644",8262583,202210,202420,"IS Major","None","None",202515,1,126.5,3.86
"645",8262583,202210,202510,"IS Major","None","None",202515,1,126.5,3.86
"646",8265341,202010,202010,"Finance","None","None",NA,NA,25,2.7
"647",8265341,202010,202020,"IS Major","None","None",NA,NA,39,2.71
"648",8265341,202010,202110,"IS Major","None","None",NA,NA,55,2.77
"649",8265341,202010,202120,"IS Major","None","None",NA,NA,70,2.76
"650",8265341,202010,202210,"Finance","None","None",NA,NA,85,2.73
"651",8265341,202010,202220,"Finance","None","None",NA,NA,100,2.58
"652",8265341,202010,202310,"Finance","None","None",NA,NA,118,2.59
"653",8265341,202010,202320,"Finance","None","None",NA,NA,133,2.61
"654",8269664,202010,202010,"Undeclared - Business","None","None",202320,1,12,3.49
"655",8269664,202010,202020,"Undeclared - Business","None","None",202320,1,29,3.62
"656",8269664,202010,202110,"Marketing","None","None",202320,1,54,3.66
"657",8269664,202010,202120,"IS Major","None","None",202320,1,69,3.74
"658",8269664,202010,202210,"IS Major","None","None",202320,1,85.5,3.62
"659",8269664,202010,202220,"IS Major","None","None",202320,1,103.5,3.53
"660",8269664,202010,202310,"IS Major","None","None",202320,1,118.5,3.48
"661",8269664,202010,202320,"IS Major","None","None",202320,1,130.5,3.43
"662",8270244,202010,202010,"IS Major","None","None",202320,1,22,3.66
"663",8270244,202010,202020,"IS Major","None","None",202320,1,39,3.75
"664",8270244,202010,202110,"IS Major","None","None",202320,1,53.5,3.76
"665",8270244,202010,202120,"IS Major","None","None",202320,1,71.5,3.69
"666",8270244,202010,202210,"IS Major","None","None",202320,1,86.5,3.56
"667",8270244,202010,202220,"IS Major","None","None",202320,1,101.5,3.43
"668",8270244,202010,202310,"IS Major","None","None",202320,1,113.5,3.34
"669",8270244,202010,202320,"IS Major","None","None",202320,1,119.5,3.32
"670",8270285,202010,202010,"Undeclared - Business","None","None",202320,1,16,3.56
"671",8270285,202010,202020,"Undeclared - Business","None","None",202320,1,31,3.53
"672",8270285,202010,202110,"Undeclared - Business","None","None",202320,1,46,3.38
"673",8270285,202010,202120,"Marketing","None","None",202320,1,61,3.42
"674",8270285,202010,202210,"IS Major","None","None",202320,1,76,3.53
"675",8270285,202010,202220,"IS Major","None","None",202320,1,91,3.53
"676",8270285,202010,202310,"IS Major","None","None",202320,1,106,3.48
"677",8270285,202010,202320,"IS Major","None","None",202320,1,124,3.55
"678",8271899,202010,202010,"Undeclared - Business","None","None",202320,1,22,2.79
"679",8271899,202010,202020,"Undeclared - Business","None","None",202320,1,36,3.18
"680",8271899,202010,202110,"Finance","None","None",202320,1,52,3.08
"681",8271899,202010,202120,"CEC","Finance","None",202320,1,67,3.06
"682",8271899,202010,202210,"IS Major","None","None",202320,1,85,3.06
"683",8271899,202010,202220,"IS Major","None","None",202320,1,106,3.11
"684",8271899,202010,202310,"IS Major","None","None",202320,1,124,3.14
"685",8271899,202010,202320,"IS Major","None","None",202320,1,136,3.16
"686",8272073,202010,202010,"CAS","None","None",202320,1,16,3.94
"687",8272073,202010,202010,"CAS","None","None",202320,1,16,3.94
"688",8272073,202010,202020,"CAS","None","None",202320,1,34,3.97
"689",8272073,202010,202020,"CAS","None","None",202320,1,34,3.97
"690",8272073,202010,202110,"IS Major","None","None",202320,1,53,3.96
"691",8272073,202010,202110,"IS Major","None","None",202320,1,53,3.96
"692",8272073,202010,202120,"IS Major","None","None",202320,1,71,3.97
"693",8272073,202010,202120,"IS Major","None","None",202320,1,71,3.97
"694",8272073,202010,202210,"Finance","IS Major","None",202320,1,89,3.95
"695",8272073,202010,202210,"Finance","IS Major","None",202320,1,89,3.95
"696",8272073,202010,202220,"Finance","IS Major","None",202320,1,109,3.93
"697",8272073,202010,202220,"Finance","IS Major","None",202320,1,109,3.93
"698",8272073,202010,202310,"Finance","IS Major","None",202320,1,133,3.91
"699",8272073,202010,202310,"Finance","IS Major","None",202320,1,133,3.91
"700",8272073,202010,202320,"Finance","IS Major","None",202320,1,145,3.91
"701",8272073,202010,202320,"Finance","IS Major","None",202320,1,145,3.91
"702",8272715,202010,202010,"Business Economics","None","None",202420,1,13,3.29
"703",8272715,202010,202120,"Business Economics","None","None",202420,1,31,3.19
"704",8272715,202010,202210,"Business Economics","None","None",202420,1,45,3.07
"705",8272715,202010,202220,"Business Economics","None","None",202420,1,54,3
"706",8272715,202010,202310,"IS Major","None","None",202420,1,68,2.89
"707",8272715,202010,202320,"IS Major","None","None",202420,1,86,2.88
"708",8272715,202010,202410,"IS Major","None","None",202420,1,106,2.84
"709",8272715,202010,202420,"IS Major","None","None",202420,1,124,2.91
"710",8273135,202010,202010,"Business Economics","None","None",202330,1,27,2.3
"711",8273135,202010,202020,"Business Economics","None","None",202330,1,41,2.63
"712",8273135,202010,202110,"Business Economics","None","None",202330,1,61,2.65
"713",8273135,202010,202120,"Business Economics","None","None",202330,1,76,2.8
"714",8273135,202010,202210,"Business Economics","None","None",202330,1,91,2.83
"715",8273135,202010,202220,"IS Major","None","None",202330,1,103,2.79
"716",8273135,202010,202310,"IS Major","None","None",202330,1,118,2.59
"717",8273135,202010,202320,"IS Major","None","None",202330,1,130,2.5
"718",8275281,202010,202010,"CEC","None","None",202320,1,25,3.14
"719",8275281,202010,202020,"CEC","None","None",202320,1,41,3.46
"720",8275281,202010,202110,"IS Major","None","None",202320,1,57,3.53
"721",8275281,202010,202120,"IS Major","None","None",202320,1,72,3.62
"722",8275281,202010,202210,"IS Major","None","None",202320,1,87,3.69
"723",8275281,202010,202220,"IS Major","None","None",202320,1,103,3.65
"724",8275281,202010,202310,"IS Major","None","None",202320,1,118,3.66
"725",8275281,202010,202320,"IS Major","None","None",202320,1,130,3.67
"726",8275768,202010,202010,"Marketing","None","None",202320,1,27,3.25
"727",8275768,202010,202020,"Marketing","None","None",202320,1,40,3.26
"728",8275768,202010,202110,"BA Major","None","None",202320,1,53,3.34
"729",8275768,202010,202120,"IS Major","None","None",202320,1,68,3.38
"730",8275768,202010,202210,"IS Major","None","None",202320,1,80,3.27
"731",8275768,202010,202220,"IS Major","None","None",202320,1,95,3.21
"732",8275768,202010,202310,"IS Major","None","None",202320,1,107,3.14
"733",8275768,202010,202320,"IS Major","None","None",202320,1,119,3.17
"734",8275990,202010,202010,"Undeclared - Business","None","None",202320,1,15,3.71
"735",8275990,202010,202020,"Undeclared - Business","None","None",202320,1,33,3.65
"736",8275990,202010,202110,"Undeclared - Business","None","None",202320,1,47,3.31
"737",8275990,202010,202120,"IS Major","None","None",202320,1,62,3.29
"738",8275990,202010,202210,"IS Major","None","None",202320,1,77,3.36
"739",8275990,202010,202220,"BA Major","None","None",202320,1,95,3.4
"740",8275990,202010,202310,"BA Major","None","None",202320,1,113,3.48
"741",8275990,202010,202320,"BA Major","None","None",202320,1,131,3.54
"742",8278406,202010,202010,"Undeclared - Business","None","None",202320,1,30,3.54
"743",8278406,202010,202020,"Undeclared - Business","None","None",202320,1,45,3.68
"744",8278406,202010,202110,"Undeclared - Business","None","None",202320,1,63,3.65
"745",8278406,202010,202120,"IS Major","None","None",202320,1,78,3.6
"746",8278406,202010,202210,"IS Major","None","None",202320,1,93,3.58
"747",8278406,202010,202220,"IS Major","None","None",202320,1,108,3.59
"748",8278406,202010,202310,"IS Major","None","None",202320,1,123,3.59
"749",8278406,202010,202320,"IS Major","None","None",202320,1,135,3.61
"750",8278735,202010,202010,"IS Major","None","None",202310,1,17,3.82
"751",8278735,202010,202010,"IS Major","None","None",202310,1,17,3.82
"752",8278735,202010,202020,"IS Major","None","None",202310,1,31,3.72
"753",8278735,202010,202020,"IS Major","None","None",202310,1,31,3.72
"754",8278735,202010,202110,"BA Major","IS Major","None",202310,1,67,3.75
"755",8278735,202010,202110,"BA Major","IS Major","None",202310,1,67,3.75
"756",8278735,202010,202120,"BA Major","IS Major","None",202310,1,85,3.72
"757",8278735,202010,202120,"BA Major","IS Major","None",202310,1,85,3.72
