"","Student ID","Term Code","Degree Type","Degree","Semesters to Degree Average","Major 1","Major 2","Major 3"
"443","8358602","202120","Bachelor","B.S. in Business",8,"Analytics","Finance",NA
"444","8359278","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"445","8359870","202020","Bachelor","B.S. in Business",6,"Accountancy","Analytics",NA
"446","8359870","202020","Bachelor","B.S. in Business",6,"Accountancy","Analytics",NA
"447","8364375","202120","Bachelor","B.S. in Business",8,"Finance",NA,NA
"448","8365108","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"449","8365422","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"450","8365711","202120","Bachelor","B.S. in Business",8,"Marketing",NA,NA
"451","8366174","202120","Bachelor","Bachelor of Science",8,"Data Science and Statistics",NA,NA
"452","8366385","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics","Marketing",NA
"453","8366385","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics","Marketing",NA
"454","8366918","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics","Supply Chain & Operations Mgmt",NA
"455","8366918","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics","Supply Chain & Operations Mgmt",NA
"456","8367035","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"457","8367545","202120","Bachelor","B.S. in Business",8,"Business Economics",NA,NA
"458","8367894","202120","Bachelor","B.S. in Business",8,"Finance","Information Systems &Analytics",NA
"459","8367894","202120","Bachelor","B.S. in Business",8,"Finance","Information Systems &Analytics",NA
"460","8367944","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"461","8367955","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"462","8368057","202120","Bachelor","B.S. in Business",8,"Accountancy","Analytics",NA
"463","8368057","202120","Bachelor","B.S. in Business",8,"Accountancy","Analytics",NA
"464","8368109","202120","Bachelor","B.S. in Business",8,"Analytics","Marketing",NA
"465","8368109","202120","Bachelor","B.S. in Business",8,"Analytics","Marketing",NA
"466","8368121","202110","Bachelor","B.S. in Business",7,"Information Systems &Analytics",NA,NA
"467","8368719","202110","Bachelor","B.S. in Business",7,"Analytics","Finance",NA
"468","8368719","202110","Bachelor","B.S. in Business",7,"Analytics","Finance",NA
"469","8369044","202310","Bachelor","B.S. in Business",11,"Information Systems &Analytics",NA,NA
"470","8369067","202130","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"471","8369564","202120","Bachelor","B.S. in Business",8,"Finance","Information Systems &Analytics",NA
"472","8369564","202120","Bachelor","B.S. in Business",8,"Finance","Information Systems &Analytics",NA
"473","8370335","202120","Bachelor","B.S. in Business",8,"Accountancy","Information Systems &Analytics",NA
"474","8370335","202120","Bachelor","B.S. in Business",8,"Accountancy","Information Systems &Analytics",NA
"475","8370460","202120","Bachelor","Bachelor of Arts",8,"Global & Intercultural Studies","Strategic Communication",NA
"476","8370460","202120","Bachelor","Bachelor of Arts",8,"Global & Intercultural Studies","Strategic Communication",NA
"477","8371569","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"478","8371719","202120","Bachelor","B.S. in Business",8,"Finance",NA,NA
"479","8371741","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"480","8372215","202120","Bachelor","B.S. in Sport Lead & Mgmt",8,"Analytics","Sport Leadership & Management",NA
"481","8372215","202120","Bachelor","B.S. in Sport Lead & Mgmt",8,"Analytics","Sport Leadership & Management",NA
"482","8372318","202120","Bachelor","B.S. in Computer Science",8,"Analytics","Computer Science",NA
"483","8372318","202120","Bachelor","B.S. in Computer Science",8,"Analytics","Computer Science",NA
"484","8372669","202120","Bachelor","B.S. in Business",8,"Analytics","Finance",NA
"485","8372669","202120","Bachelor","B.S. in Business",8,"Analytics","Finance",NA
"486","8372995","202120","Bachelor","B.S. in Business",8,"Analytics","Information Systems &Analytics",NA
"487","8372995","202120","Bachelor","B.S. in Business",8,"Analytics","Information Systems &Analytics",NA
"488","8373418","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"489","8373628","202120","Bachelor","B.S. in Business",8,"Supply Chain & Operations Mgmt",NA,NA
"490","8373905","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"491","8374059","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"492","8375640","202220","Bachelor","B.S. in Business",8,"Accountancy","Information Systems &Analytics",NA
"493","8375640","202220","Bachelor","B.S. in Business",8,"Accountancy","Information Systems &Analytics",NA
"494","8376010","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"495","8376089","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"496","8377320","202120","Bachelor","B.S. in Business",8,"Supply Chain & Operations Mgmt",NA,NA
"497","8377418","202120","Bachelor","B.S. in Business",8,"Finance","Information Systems &Analytics",NA
"498","8377418","202120","Bachelor","B.S. in Business",8,"Finance","Information Systems &Analytics",NA
"499","8377632","202120","Bachelor","B.S. in Business",8,"Accountancy","Information Systems &Analytics",NA
"500","8377632","202120","Bachelor","B.S. in Business",8,"Accountancy","Information Systems &Analytics",NA
"501","8377653","202120","Bachelor","B.S. in Business",8,"Business Analytics","Fashion",NA
"502","8377653","202120","Bachelor","B.S. in Business",8,"Business Analytics","Fashion",NA
"503","8378332","202120","Bachelor","B.S. in Business",8,"Finance",NA,NA
"504","8379553","202120","Bachelor","B.S. in Business",8,"Analytics","Marketing",NA
"505","8379553","202120","Bachelor","B.S. in Business",8,"Analytics","Marketing",NA
"506","8379931","202120","Bachelor","B.S. in Business",8,"Accountancy",NA,NA
"507","8380034","202120","Bachelor","B.S. in Business",8,"Finance",NA,NA
"508","8380912","202120","Bachelor","B.S. in Business",8,"Accountancy","Analytics",NA
"509","8380912","202120","Bachelor","B.S. in Business",8,"Accountancy","Analytics",NA
"510","8381137","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics","Marketing",NA
"511","8381137","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics","Marketing",NA
"512","8381513","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"513","8381924","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"514","8382026","202120","Bachelor","B.S. in Business",8,"Marketing",NA,NA
"515","8382476","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"516","8382573","202120","Bachelor","BA in History of Art & Arch",8,"Art & Architecture History","Fashion",NA
"517","8382893","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"518","8383258","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics","Marketing",NA
"519","8383258","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics","Marketing",NA
"520","8383490","202120","Bachelor","B.S. in Computer Science",8,"Analytics","Computer Science",NA
"521","8383490","202120","Bachelor","B.S. in Computer Science",8,"Analytics","Computer Science",NA
"522","8383906","202210","Bachelor","B.S. in Business",9,"Accountancy","Analytics",NA
"523","8383906","202210","Bachelor","B.S. in Business",9,"Accountancy","Analytics",NA
"524","8384345","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"525","8384407","202120","Bachelor","B.S. in Business",8,"Accountancy","Information Systems &Analytics",NA
"526","8384407","202120","Bachelor","B.S. in Business",8,"Accountancy","Information Systems &Analytics",NA
"527","8384659","202210","Bachelor","B.S. in Business",9,"Information Systems &Analytics",NA,NA
"528","8385193","202120","Bachelor","Bachelor of Arts",8,"Analytics","Media and Culture",NA
"529","8385193","202120","Bachelor","Bachelor of Arts",8,"Analytics","Media and Culture",NA
"530","8385483","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"531","8385730","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics","Marketing",NA
"532","8385730","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics","Marketing",NA
"533","8386138","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics","Premedical Studies",NA
"534","8386138","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics","Premedical Studies",NA
"535","8386377","202215","Bachelor","B.S. in Business",9,"Information Systems &Analytics",NA,NA
"536","8388086","202120","Bachelor","B.S. in Business",8,"Finance",NA,NA
"537","8388254","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"538","8389082","202120","Bachelor","B.S. in Business",8,"Finance","Supply Chain & Operations Mgmt",NA
"539","8389082","202120","Bachelor","B.S. in Business",8,"Finance","Supply Chain & Operations Mgmt",NA
"540","8389477","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"541","8397628","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"542","8398101","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics","Marketing",NA
"543","8398101","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics","Marketing",NA
"544","8398122","202120","Bachelor","B.S. in Business",8,"Analytics","Business Economics",NA
"545","8398122","202120","Bachelor","B.S. in Business",8,"Analytics","Business Economics",NA
"546","8398216","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"547","8398224","202220","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"548","8398240","202110","Bachelor","B.S. in Kinesiology & Health",7,"Analytics","Sport Leadership & Management",NA
"549","8398240","202110","Bachelor","B.S. in Kinesiology & Health",7,"Analytics","Sport Leadership & Management",NA
"550","8398291","202120","Bachelor","B.S. in Business",8,"Accountancy","Information Systems &Analytics",NA
"551","8398291","202120","Bachelor","B.S. in Business",8,"Accountancy","Information Systems &Analytics",NA
"552","8398303","202220","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"553","8398361","202120","Bachelor","B.S. in Business",8,"Information Systems &Analytics",NA,NA
"554","8398381","202120","Bachelor","B.S. in Business",8,"Accountancy","Information Systems &Analytics",NA
"555","8398381","202120","Bachelor","B.S. in Business",8,"Accountancy","Information Systems &Analytics",NA
"556","8401257","202120","Bachelor","B.S. in Business",8,"Analytics","Information Systems &Analytics",NA
"557","8401257","202120","Bachelor","B.S. in Business",8,"Analytics","Information Systems &Analytics",NA
"558","8429284","202020","Bachelor","Bachelor of Arts",6,"Analytics","Strategic Communication",NA
"559","8429284","202020","Bachelor","Bachelor of Arts",6,"Analytics","Strategic Communication",NA
"560","8458965","201920","Bachelor","B.S. in Business",8,"Accountancy","Analytics",NA
"561","8458965","201920","Bachelor","B.S. in Business",8,"Accountancy","Analytics",NA
"562","8476995","201920","Bachelor","B.S. in Business",8,"Accountancy","Analytics",NA
"563","8476995","201920","Bachelor","B.S. in Business",8,"Accountancy","Analytics",NA
"564","8521298","201820","Bachelor","B.S. in Business",8,"Accountancy","Analytics",NA
"565","8521298","201820","Bachelor","B.S. in Business",8,"Accountancy","Analytics",NA
"566","8521862","201820","Bachelor","B.S. in Business",8,"Accountancy","Analytics",NA
"567","8521862","201820","Bachelor","B.S. in Business",8,"Accountancy","Analytics",NA
"568","Rows 1 - 574 (All Rows)","201820","Bachelor","B.S. in Business",NA,NA,NA,NA
