"","Student ID","Cohort Term","Term Code","Enrolled Student Count","Major 1","Major 2","Major 3"
"189",8201100,"202210","202320",1,"BA Major",NA,NA
"190",8201100,"202210","202410",1,"BA Major","IS Major",NA
"191",8201100,"202210","202420",1,"BA Major","IS Major",NA
"192",8201100,"202210","202510",1,"BA Major","IS Major",NA
"193",8201508,"202210","202210",1,"Human Capital Mgmt& Leadership",NA,NA
"194",8201508,"202210","202220",1,"Finance",NA,NA
"195",8201508,"202210","202310",1,"Finance",NA,NA
"196",8201508,"202210","202320",1,"Finance","IS Major",NA
"197",8201508,"202210","202410",1,"Finance","IS Major",NA
"198",8201508,"202210","202420",1,"Finance","IS Major",NA
"199",8201508,"202210","202510",1,"Finance","IS Major",NA
"200",8201904,"202210","202210",1,"IS Major",NA,NA
"201",8201904,"202210","202220",1,"IS Major",NA,NA
"202",8201904,"202210","202310",1,"Cybersecurity Mgt Major",NA,NA
"203",8201904,"202210","202320",1,"Cybersecurity Mgt Major",NA,NA
"204",8201904,"202210","202410",1,"Cybersecurity Mgt Major",NA,NA
"205",8201904,"202210","202420",1,"Cybersecurity Mgt Major",NA,NA
"206",8201904,"202210","202510",1,"Cybersecurity Mgt Major",NA,NA
"207",8203154,"202210","202210",1,"CCA","Marketing",NA
"208",8203154,"202210","202220",1,"CCA","Marketing",NA
"209",8203154,"202210","202310",1,"CCA","Marketing",NA
"210",8203154,"202210","202320",1,"CCA","IS Major",NA
"211",8203154,"202210","202410",1,"CCA","IS Major",NA
"212",8203154,"202210","202420",1,"CCA","IS Major",NA
"213",8203154,"202210","202510",1,"CCA","IS Major",NA
"214",8203997,"202210","202210",1,"Undeclared - Business",NA,NA
"215",8203997,"202210","202220",1,"Undeclared - Business",NA,NA
"216",8203997,"202210","202310",1,"Undeclared - Business",NA,NA
"217",8203997,"202210","202320",1,"IS Major",NA,NA
"218",8203997,"202210","202410",1,"IS Major",NA,NA
"219",8203997,"202210","202420",1,"IS Major",NA,NA
