"","Student ID","Term Code","Term UG MU Earned CrHr","Term UG Overall Earned CrHr (MU and Non-MU)","Cum UG Overall Earned CrHr (MU and Non-MU)"
"1470",8181775,"202330",3,3,84
"1471",8181775,"202410",9,9,93
"1472",8181775,"202415",3,3,96
"1473",8181775,"202420",12,12,108
"1474",8181775,"202430",3,3,111
"1475",8181775,"202510",NA,NA,111
"1476",8181775,"202515",NA,NA,111
"1477",8181895,"202210",12,27,27
"1478",8181895,"202215",3,3,30
"1479",8181895,"202220",15,15,45
"1480",8181895,"202310",15,15,60
"1481",8181895,"202320",14,14,74
"1482",8181895,"202410",15,15,89
"1483",8181895,"202420",15,15,104
"1484",8181895,"202510",NA,NA,104
"1485",8181895,"202520",NA,NA,104
"1486",8182276,"202210",17,26,26
"1487",8182276,"202220",17,17,43
"1488",8182276,"202230",3,3,46
"1489",8182276,"202310",16,16,62
"1490",8182276,"202320",15,15,77
"1491",8182276,"202330",3,3,80
"1492",8182276,"202410",17,17,97
"1493",8182276,"202415",3,3,100
"1494",8182276,"202420",16,16,116
"1495",8182276,"202430",3,3,119
"1496",8182276,"202510",0,0,119
"1497",8182483,"202210",14,53,53
"1498",8182483,"202220",15,15,68
"1499",8182483,"202310",15,15,83
"1500",8182483,"202320",15,15,98
"1501",8182483,"202410",16,16,114
"1502",8182483,"202420",15,15,129
"1503",8182483,"202510",NA,NA,129
"1504",8183119,"202210",12,12,12
"1505",8183119,"202215",3,3,15
"1506",8183119,"202220",14,14,29
"1507",8183119,"202310",15,15,44
"1508",8183119,"202320",15,15,59
"1509",8183119,"202330",6,11,70
"1510",8183119,"202410",16,16,86
"1511",8183119,"202420",18,18,104
"1512",8183119,"202510",NA,NA,104
"1513",8183119,"202520",NA,NA,104
"1514",8183242,"202210",5,5,5
"1515",8183242,"202220",16,16,21
"1516",8183242,"202310",17,17,38
"1517",8183242,"202320",13,13,51
"1518",8183242,"202410",12,12,63
"1519",8183242,"202420",15,15,78
"1520",8183242,"202510",NA,NA,78
"1521",8183371,"202210",17,64,64
"1522",8183371,"202220",16,16,80
"1523",8183371,"202310",15,15,95
"1524",8183371,"202320",15,15,110
"1525",8183371,"202410",18,18,128
"1526",8183371,"202420",15,15,143
"1527",8183371,"202510",NA,NA,143
"1528",8183546,"202210",16,20,20
"1529",8183546,"202220",14,14,34
"1530",8183549,"202210",15,47,47
"1531",8183549,"202220",15,15,62
"1532",8183549,"202310",15,15,77
"1533",8183549,"202315",3,3,80
"1534",8183549,"202320",0,0,80
"1535",8183549,"202410",0,0,80
"1536",8183549,"202510",NA,NA,80
"1537",8183672,"202210",14,63,63
"1538",8183672,"202220",16,16,79
"1539",8183672,"202310",14,14,93
"1540",8183672,"202320",15,15,108
"1541",8183672,"202410",17,17,125
"1542",8183672,"202415",3,3,128
"1543",8183672,"202420",15,15,143
"1544",8183672,"202510",NA,NA,143
"1545",8184225,"202210",16,37,37
"1546",8184225,"202220",15,15,52
"1547",8184225,"202310",18,18,70
"1548",8184225,"202315",4,4,74
"1549",8184225,"202320",15,15,89
"1550",8184225,"202410",15,15,104
"1551",8184225,"202420",12,12,116
"1552",8184225,"202510",NA,NA,116
"1553",8184292,"202210",0,0,0
"1554",8184322,"202210",11,11,11
"1555",8184322,"202220",6,6,17
"1556",8184322,"202310",0,0,17
"1557",8184369,"202210",15,28,28
"1558",8184369,"202220",17,17,45
"1559",8184369,"202310",15,15,60
"1560",8184369,"202320",18,18,78
"1561",8184369,"202410",15,15,93
"1562",8184369,"202420",15,15,108
"1563",8184369,"202510",NA,NA,108
"1564",8185177,"202210",14,14,14
"1565",8185177,"202220",16,16,30
"1566",8185177,"202230",3,3,33
"1567",8185177,"202310",12,12,45
"1568",8185177,"202320",13,13,58
"1569",8185177,"202410",15,15,73
"1570",8185177,"202420",15,15,88
"1571",8185177,"202510",NA,NA,88
"1572",8185334,"202210",17,48,48
"1573",8185334,"202220",15,15,63
"1574",8185334,"202310",16,16,79
"1575",8185334,"202320",15,15,94
"1576",8185334,"202410",18,18,112
"1577",8185334,"202420",18,18,130
"1578",8185334,"202510",3,3,133
"1579",8185381,"202210",17,34,34
"1580",8185381,"202220",16,16,50
"1581",8185381,"202310",17,17,67
"1582",8185381,"202320",15,15,82
"1583",8185381,"202410",12,12,94
"1584",8185381,"202420",16,16,110
"1585",8185381,"202510",NA,NA,110
"1586",8185825,"202210",14,33,33
"1587",8185825,"202220",17,17,50
"1588",8185825,"202230",3,6,56
"1589",8185825,"202310",15,15,71
"1590",8185825,"202320",13,13,84
"1591",8185825,"202330",3,3,87
"1592",8185825,"202410",15,15,102
"1593",8185825,"202420",15,15,117
"1594",8185825,"202510",NA,NA,117
"1595",8185825,"202515",NA,NA,117
"1596",8186192,"202210",16,39,39
"1597",8186192,"202220",15,15,54
"1598",8186192,"202310",16,16,70
"1599",8186192,"202320",19,19,89
"1600",8186192,"202410",16,16,105
"1601",8186192,"202415",6,6,111
"1602",8186192,"202420",18,18,129
"1603",8186192,"202510",NA,NA,129
"1604",8186376,"202210",16,47,47
"1605",8186376,"202220",12,12,59
"1606",8186376,"202310",15,15,74
"1607",8186376,"202320",16,16,90
"1608",8186376,"202410",15,15,105
"1609",8186376,"202420",16,16,121
"1610",8186376,"202510",NA,NA,121
"1611",8186466,"202210",17,32,32
"1612",8186466,"202220",16,16,48
"1613",8186466,"202310",15,15,63
"1614",8186466,"202320",15,15,78
"1615",8186466,"202410",15,15,93
"1616",8186466,"202420",15,15,108
"1617",8186466,"202510",NA,NA,108
"1618",8186627,"202210",16,16,16
"1619",8186627,"202220",9,9,25
"1620",8186627,"202230",3,3,28
"1621",8186627,"202310",16,16,44
"1622",8186627,"202320",14,14,58
"1623",8186627,"202410",9,9,67
"1624",8186627,"202420",0,0,67
"1625",8186627,"202510",NA,NA,67
"1626",8187393,"202210",15,24,24
"1627",8187393,"202220",16,16,40
"1628",8187393,"202310",12,12,52
"1629",8187393,"202320",15,15,67
"1630",8187393,"202410",18,18,85
"1631",8187393,"202420",15,15,100
"1632",8187393,"202510",NA,NA,100
"1633",8187393,"202515",NA,NA,100
"1634",8187578,"202210",17,42,42
"1635",8187578,"202220",16,16,58
"1636",8187578,"202310",15,15,73
"1637",8187578,"202320",15,15,88
"1638",8187578,"202410",16,16,104
"1639",8187578,"202420",17,17,121
"1640",8187578,"202510",NA,NA,121
"1641",8187727,"202210",11.5,11.5,11.5
"1642",8187727,"202220",13,13,24.5
"1643",8187727,"202310",14,14,38.5
"1644",8187727,"202320",13,13,51.5
"1645",8187727,"202410",13,13,64.5
"1646",8187727,"202420",16,16,80.5
"1647",8187727,"202430",9,9,89.5
"1648",8187727,"202510",NA,NA,89.5
"1649",8187727,"202515",NA,NA,89.5
"1650",8187727,"202520",NA,NA,89.5
"1651",8188147,"202210",13,13,13
"1652",8188147,"202220",0,0,13
"1653",8188147,"202310",6,6,19
"1654",8188147,"202320",14,14,33
"1655",8188147,"202410",9,9,42
"1656",8188147,"202420",15,15,57
"1657",8188147,"202510",0,0,57
"1658",8188159,"202210",17,42,42
"1659",8188159,"202220",15,15,57
"1660",8188159,"202310",16,16,73
"1661",8188159,"202320",17,17,90
"1662",8188159,"202410",15,15,105
"1663",8188159,"202420",15,15,120
"1664",8188159,"202510",NA,NA,120
"1665",8188216,"202210",15.5,35.5,35.5
"1666",8188216,"202220",16,16,51.5
"1667",8188216,"202310",15,15,66.5
"1668",8188216,"202320",15,15,81.5
"1669",8188216,"202410",16,16,97.5
"1670",8188216,"202415",6,6,103.5
"1671",8188216,"202420",14,14,117.5
"1672",8188216,"202510",NA,NA,117.5
"1673",8188286,"202310",14,42,42
"1674",8188286,"202320",16,16,58
"1675",8188286,"202410",14,14,72
"1676",8188286,"202420",14,14,86
"1677",8188286,"202510",NA,NA,86
"1678",8188286,"202515",NA,NA,86
"1679",8188376,"202210",17,36,36
"1680",8188376,"202220",16,16,52
"1681",8188376,"202230",3,10,62
"1682",8188376,"202310",16,16,78
"1683",8188376,"202315",6,6,84
"1684",8188376,"202320",15,15,99
"1685",8188376,"202330",3,6,105
"1686",8188376,"202410",15,15,120
"1687",8188376,"202415",6,6,126
"1688",8188376,"202420",15,15,141
"1689",8188376,"202510",NA,NA,141
"1690",8188376,"202520",NA,NA,141
"1691",8188396,"202210",14,37,37
"1692",8188396,"202215",3,3,40
"1693",8188396,"202220",13,13,53
"1694",8188396,"202310",9,9,62
"1695",8188396,"202315",3,3,65
"1696",8188396,"202320",15,15,80
"1697",8188396,"202330",6,6,86
"1698",8188396,"202410",15,15,101
"1699",8188396,"202415",3,3,104
"1700",8188396,"202420",12,12,116
"1701",8188396,"202510",NA,NA,116
"1702",8188396,"202515",NA,NA,116
"1703",8189088,"202210",15,32,32
"1704",8189088,"202220",17,17,49
"1705",8189088,"202310",16,16,65
"1706",8189088,"202320",15,15,80
"1707",8189088,"202410",16,16,96
"1708",8189088,"202415",3,3,99
"1709",8189088,"202420",15,15,114
"1710",8189088,"202510",NA,NA,114
"1711",8189088,"202515",NA,NA,114
"1712",8189159,"202210",16,16,16
"1713",8189159,"202220",15,15,31
"1714",8189159,"202310",14,14,45
"1715",8189159,"202320",15,15,60
"1716",8189159,"202410",13,13,73
"1717",8189159,"202415",3,3,76
"1718",8189159,"202420",15,15,91
"1719",8189159,"202510",NA,NA,91
"1720",8189159,"202515",NA,NA,91
"1721",8189574,"202210",12,12,12
"1722",8189574,"202220",15,15,27
"1723",8189574,"202310",15,15,42
"1724",8189574,"202320",16,16,58
"1725",8189574,"202410",0,15,73
"1726",8189574,"202420",15,15,88
"1727",8189574,"202510",NA,NA,88
"1728",8189686,"202210",15,37,37
"1729",8189686,"202220",16,16,53
"1730",8189686,"202310",16,16,69
"1731",8189686,"202320",15,15,84
"1732",8189686,"202410",15,15,99
"1733",8189686,"202415",6,6,105
"1734",8189686,"202420",15,15,120
"1735",8189686,"202510",NA,NA,120
"1736",8189730,"202210",14,22,22
"1737",8189730,"202220",13,13,35
"1738",8189730,"202230",3,3,38
"1739",8189730,"202310",17,17,55
"1740",8189730,"202315",3,3,58
"1741",8189730,"202320",18,18,76
"1742",8189730,"202330",9,9,85
"1743",8189730,"202410",13,13,98
"1744",8189730,"202415",6,6,104
"1745",8189730,"202420",0,12,116
"1746",8189730,"202430",3,3,119
"1747",8189730,"202510",NA,NA,119
"1748",8189730,"202515",NA,NA,119
"1749",8189864,"202210",14,23,23
"1750",8189864,"202220",16,16,39
"1751",8189864,"202310",13,13,52
"1752",8189864,"202320",15,15,67
"1753",8189864,"202410",12,12,79
"1754",8189864,"202420",15,15,94
"1755",8189864,"202510",NA,NA,94
"1756",8189864,"202515",NA,NA,94
"1757",8189891,"202210",17,48,48
"1758",8189891,"202220",0,13,NA
"1759",8189891,"202310",12,12,73
"1760",8189891,"202320",12,12,85
"1761",8189891,"202410",15,15,100
"1762",8189891,"202420",12,12,112
"1763",8189891,"202510",NA,NA,112
"1764",8189891,"202515",NA,NA,112
"1765",8190065,"202210",17,51,51
"1766",8190065,"202215",3,3,54
"1767",8190065,"202220",13,13,67
"1768",8190065,"202310",16,16,83
"1769",8190065,"202320",15,15,98
"1770",8190065,"202410",12,12,110
"1771",8190065,"202420",12,12,122
"1772",8190065,"202510",NA,NA,122
"1773",8190111,"202210",17,23,23
"1774",8190111,"202220",13,13,36
"1775",8190111,"202310",17,17,53
"1776",8190111,"202320",16,16,69
"1777",8190111,"202410",12,12,81
"1778",8190111,"202420",14,14,95
"1779",8190111,"202510",NA,NA,95
"1780",8190111,"202515",NA,NA,95
"1781",8190111,"202520",NA,NA,95
"1782",8190575,"202210",17,33,33
"1783",8190575,"202220",15,15,48
"1784",8190575,"202310",15,15,63
"1785",8190575,"202320",16,16,79
"1786",8190575,"202410",15,15,94
"1787",8190575,"202420",12,12,106
"1788",8190575,"202510",NA,NA,106
"1789",8190708,"202210",15,58,58
"1790",8190708,"202220",15,15,73
"1791",8190708,"202310",16,16,89
"1792",8190708,"202320",13,13,102
"1793",8190708,"202410",15,15,117
"1794",8190708,"202415",6,6,123
"1795",8190708,"202420",6,6,129
"1796",8190708,"202510",NA,NA,129
"1797",8190918,"202210",12,12,12
"1798",8190918,"202220",13,13,25
"1799",8191039,"202210",15,15,15
"1800",8191039,"202220",9,9,24
"1801",8191039,"202310",12,12,36
"1802",8191039,"202315",3,3,39
"1803",8191039,"202320",12,12,51
"1804",8191039,"202410",10,10,61
"1805",8191039,"202420",6,6,67
"1806",8191039,"202430",6,6,73
"1807",8191039,"202510",NA,NA,73
"1808",8191163,"202210",17,71,71
"1809",8191163,"202220",16,16,87
"1810",8191163,"202310",18,18,105
"1811",8191163,"202320",15,15,120
"1812",8191163,"202410",15,15,135
"1813",8191163,"202415",6,6,141
"1814",8191163,"202420",15,15,156
"1815",8191163,"202510",NA,NA,156
"1816",8191209,"202210",9,18,18
"1817",8191209,"202220",17,17,35
"1818",8191209,"202310",14,14,49
"1819",8191209,"202320",13,13,62
"1820",8191209,"202410",16,16,78
"1821",8191209,"202420",15,15,93
"1822",8191209,"202510",NA,NA,93
"1823",8191401,"202210",15,15,15
"1824",8191401,"202220",13,13,28
"1825",8191401,"202310",15,15,43
"1826",8191401,"202320",15,15,58
"1827",8191401,"202330",4,4,62
"1828",8191401,"202410",15,15,77
"1829",8191401,"202420",15,15,92
"1830",8191401,"202510",NA,NA,92
"1831",8191431,"202210",13,13,13
"1832",8191431,"202215",3,3,16
"1833",8191431,"202220",14,14,30
"1834",8191431,"202310",15,15,45
"1835",8191431,"202320",15,15,60
"1836",8191431,"202410",15,15,75
"1837",8191431,"202420",12,12,87
"1838",8191431,"202510",NA,NA,87
"1839",8191448,"202210",15,31,31
"1840",8191448,"202220",16,16,47
"1841",8191448,"202310",16,16,63
"1842",8191448,"202320",15,15,78
"1843",8191448,"202410",18.5,18.5,96.5
"1844",8191448,"202420",15,15,111.5
"1845",8191448,"202510",NA,NA,111.5
"1846",8191595,"202210",16,26,26
"1847",8191595,"202220",15,15,41
"1848",8191595,"202310",15,15,56
"1849",8191595,"202320",15,15,71
"1850",8191595,"202410",15,15,86
"1851",8191595,"202420",14,14,100
"1852",8191595,"202510",NA,NA,100
"1853",8191633,"202210",16,20,20
"1854",8191633,"202215",3,3,23
"1855",8191633,"202220",17,17,40
"1856",8191633,"202310",20,20,60
"1857",8191633,"202320",15,15,75
"1858",8191633,"202410",16,16,91
"1859",8191633,"202415",3,3,94
"1860",8191633,"202420",20,20,114
"1861",8191633,"202510",NA,NA,114
"1862",8191633,"202515",NA,NA,114
"1863",8191653,"202210",15,65,65
"1864",8191653,"202215",3,3,68
"1865",8191653,"202220",17,17,85
"1866",8191653,"202310",18,18,103
"1867",8191653,"202320",15,15,118
"1868",8191653,"202410",15,15,133
"1869",8191653,"202420",15,15,148
"1870",8191700,"202210",15,47,47
"1871",8191700,"202220",17,17,64
"1872",8191700,"202310",15,15,79
"1873",8191700,"202320",15,15,94
"1874",8191700,"202410",15,15,109
"1875",8191700,"202420",15,15,124
"1876",8191700,"202510",NA,NA,124
"1877",8191862,"202210",15,34,34
"1878",8191862,"202220",16,16,50
"1879",8191862,"202310",15,15,65
"1880",8191862,"202320",15,15,80
"1881",8191862,"202410",17,17,97
"1882",8191862,"202415",3,3,100
"1883",8191862,"202420",15,15,115
"1884",8191862,"202510",NA,NA,115
"1885",8191921,"202210",15,39,39
"1886",8191921,"202215",3,3,42
"1887",8191921,"202220",13,13,55
"1888",8191921,"202230",12,12,67
"1889",8191921,"202310",15,15,82
"1890",8191921,"202315",3,3,85
"1891",8191921,"202320",15,15,100
"1892",8191921,"202410",12,12,112
"1893",8191921,"202420",15,15,127
"1894",8191921,"202510",NA,NA,127
"1895",8191938,"202210",12,18,18
"1896",8191938,"202220",15,15,33
"1897",8191938,"202310",16,16,49
"1898",8191938,"202320",15,15,64
"1899",8191938,"202410",15,15,79
"1900",8191938,"202420",15,15,94
"1901",8191938,"202510",NA,NA,94
"1902",8192388,"202210",18,46,46
"1903",8192388,"202215",3,3,49
"1904",8192388,"202220",18,18,67
"1905",8192388,"202310",20,20,87
"1906",8192388,"202315",4,4,91
"1907",8192388,"202320",16,16,107
"1908",8192388,"202330",9,9,116
"1909",8192388,"202410",19,19,135
"1910",8192388,"202415",3,3,138
"1911",8192388,"202420",16,16,154
"1912",8192388,"202510",NA,NA,154
"1913",8192462,"202210",17,43,43
"1914",8192462,"202220",12,12,55
"1915",8192462,"202310",15,15,70
"1916",8192462,"202315",6,6,76
"1917",8192462,"202320",16,16,92
"1918",8192462,"202330",6,6,98
"1919",8192462,"202410",16,16,114
"1920",8192462,"202420",12,12,126
"1921",8192462,"202510",NA,NA,126
"1922",8192597,"202210",15,21,21
"1923",8192597,"202220",17,17,38
"1924",8192597,"202310",16,16,54
"1925",8192597,"202320",12,12,66
"1926",8192597,"202410",12,12,78
"1927",8192597,"202420",15,15,93
"1928",8192597,"202510",NA,NA,93
"1929",8192597,"202515",NA,NA,93
"1930",8192653,"202210",15,21,21
"1931",8192653,"202220",14,14,35
"1932",8192653,"202310",16,16,51
"1933",8192653,"202320",15,15,66
"1934",8192653,"202410",15,15,81
"1935",8192653,"202420",15,15,96
"1936",8192653,"202510",NA,NA,96
"1937",8192696,"202210",16,24,24
"1938",8192696,"202220",16,16,40
"1939",8192696,"202310",17,17,57
"1940",8192696,"202320",15,15,72
"1941",8192696,"202410",15,15,87
"1942",8192696,"202420",15,15,102
"1943",8192696,"202510",NA,NA,102
"1944",8192894,"202210",16,19,19
"1945",8192894,"202220",16,16,35
"1946",8192894,"202230",6,6,41
"1947",8192894,"202310",19,19,60
"1948",8192894,"202315",1,1,61
"1949",8192894,"202320",16,16,77
"1950",8192894,"202330",3,3,80
"1951",8192894,"202410",16,16,96
"1952",8192894,"202415",3,3,99
"1953",8192894,"202420",14,14,113
"1954",8192894,"202510",NA,NA,113
"1955",8192894,"202515",NA,NA,113
"1956",8192960,"202210",15,47,47
"1957",8192960,"202220",16,16,63
"1958",8192960,"202310",15,15,78
"1959",8192960,"202320",15,15,93
"1960",8192960,"202410",15,15,108
"1961",8192960,"202420",15,15,123
"1962",8192960,"202510",NA,NA,123
"1963",8192966,"202210",15,44,44
"1964",8192966,"202220",15,15,59
"1965",8192966,"202310",16,16,75
"1966",8192966,"202320",15,15,90
"1967",8192966,"202410",15,15,105
"1968",8192966,"202420",15,15,120
"1969",8192966,"202510",NA,NA,120
"1970",8193010,"202210",16,44,44
"1971",8193010,"202220",17,17,61
"1972",8193010,"202230",2,2,63
"1973",8193010,"202310",15,15,78
"1974",8193010,"202320",14,14,92
"1975",8193010,"202330",3,3,95
"1976",8193010,"202410",15,18,113
"1977",8193010,"202420",15,15,128
"1978",8193010,"202430",3,3,131
"1979",8193010,"202510",NA,NA,131
"1980",8193320,"202210",12,23,23
"1981",8193320,"202220",16,16,39
"1982",8193320,"202310",16,16,55
"1983",8193320,"202320",15,15,70
"1984",8193320,"202410",15,15,85
"1985",8193320,"202420",18,18,103
"1986",8193320,"202510",NA,NA,103
"1987",8193405,"202210",15,15,15
"1988",8193405,"202220",16.5,16.5,31.5
"1989",8193405,"202310",14,14,45.5
"1990",8193405,"202320",14,14,59.5
"1991",8193405,"202410",15,15,74.5
"1992",8193405,"202420",15,15,89.5
"1993",8193405,"202510",NA,NA,89.5
"1994",8193409,"202210",15,39,39
"1995",8193409,"202215",1,1,40
"1996",8193409,"202220",16,16,56
"1997",8193409,"202310",15,15,71
"1998",8193409,"202320",15,15,86
"1999",8193409,"202410",0,12,98
"2000",8193409,"202420",15,15,113
"2001",8193409,"202510",NA,NA,113
"2002",8193507,"202210",15,27,27
"2003",8193507,"202220",16,16,43
"2004",8193507,"202310",15,15,58
"2005",8193507,"202320",16,16,74
"2006",8193507,"202410",14,14,88
"2007",8193507,"202415",6,6,94
"2008",8193507,"202420",14,14,108
"2009",8193507,"202510",NA,NA,108
"2010",8193533,"202210",17,44,44
"2011",8193533,"202220",15,15,59
"2012",8193533,"202310",15,15,74
"2013",8193533,"202320",18,18,92
"2014",8193533,"202330",6,6,98
"2015",8193533,"202410",18,18,116
"2016",8193533,"202420",15,15,131
"2017",8193533,"202430",3,3,134
"2018",8193533,"202510",NA,NA,134
"2019",8193928,"202210",10,10,10
"2020",8193928,"202215",3,3,13
"2021",8193928,"202220",14,14,27
"2022",8193928,"202310",15,15,42
"2023",8193928,"202315",3,3,45
"2024",8193928,"202320",15,15,60
"2025",8193928,"202410",12,12,72
"2026",8193928,"202420",15,15,87
"2027",8193928,"202510",NA,NA,87
"2028",8193985,"202210",15,31,31
"2029",8193985,"202220",12,12,43
"2030",8193985,"202310",15,15,58
"2031",8193985,"202320",15,15,73
"2032",8193985,"202410",17,17,90
"2033",8193985,"202420",17,17,107
"2034",8193985,"202510",NA,NA,107
"2035",8194047,"202210",12,12,12
"2036",8194047,"202220",15.5,15.5,27.5
"2037",8194129,"202130",4,4,4
"2038",8194129,"202210",14,22,26
"2039",8194129,"202220",14,14,40
"2040",8194129,"202310",15,15,55
"2041",8194129,"202320",15,15,70
"2042",8194129,"202410",12,17,87
"2043",8194129,"202420",16,16,103
"2044",8194129,"202510",0,0,103
"2045",8194253,"202210",17,62,62
"2046",8194253,"202215",4,4,66
"2047",8194253,"202220",18,18,84
"2048",8194253,"202310",18,18,102
"2049",8194253,"202315",3,3,105
"2050",8194253,"202320",NA,NA,105
"2051",8194253,"202410",19,19,124
"2052",8194253,"202420",15,15,139
"2053",8194253,"202510",NA,NA,139
"2054",8194395,"202210",13.5,13.5,13.5
"2055",8194395,"202215",3,3,16.5
"2056",8194395,"202220",15,15,31.5
"2057",8194395,"202310",15,15,46.5
"2058",8194395,"202315",3,3,49.5
"2059",8194395,"202320",13,13,62.5
"2060",8194395,"202330",2,2,64.5
"2061",8194395,"202410",17,17,81.5
"2062",8194395,"202415",3,3,84.5
"2063",8194395,"202420",12,12,96.5
"2064",8194395,"202430",3,6,102.5
"2065",8194395,"202510",NA,NA,102.5
"2066",8194395,"202515",NA,NA,102.5
"2067",8194395,"202520",NA,NA,102.5
"2068",8194432,"202210",15,21,21
"2069",8194432,"202220",15,15,36
"2070",8194432,"202310",15,15,51
"2071",8194432,"202320",15,15,66
"2072",8194432,"202410",15,15,81
"2073",8194432,"202420",12,12,93
"2074",8194432,"202510",NA,NA,93
"2075",8194665,"202210",14,20,20
"2076",8194665,"202220",12,12,32
"2077",8194665,"202230",3,3,35
"2078",8194665,"202310",12,12,47
"2079",8194665,"202320",16,16,63
"2080",8194665,"202410",15,15,78
"2081",8194665,"202415",3,3,81
"2082",8194665,"202420",16,16,97
"2083",8194665,"202510",NA,NA,97
"2084",8194665,"202515",NA,NA,97
"2085",8194665,"202520",NA,NA,97
"2086",8194805,"202210",16,50,50
"2087",8194805,"202220",13,13,63
"2088",8194805,"202310",15,15,78
"2089",8194805,"202320",18,18,96
"2090",8194805,"202330",0,7,103
"2091",8194805,"202410",15,15,118
"2092",8194805,"202420",15,15,133
"2093",8194805,"202510",NA,NA,133
"2094",8195074,"202210",17,17,17
"2095",8195074,"202220",19,19,36
"2096",8195074,"202230",6,6,42
"2097",8195074,"202310",17,17,59
"2098",8195074,"202315",0,3,NA
"2099",8195074,"202320",18,18,80
"2100",8195074,"202330",6,6,86
"2101",8195074,"202410",18,18,104
"2102",8195074,"202420",18,18,122
"2103",8195074,"202430",0,0,122
"2104",8195074,"202510",NA,NA,122
"2105",8195115,"202210",13,16,16
"2106",8195115,"202215",6,6,22
"2107",8195115,"202220",15,15,37
"2108",8195115,"202310",15,15,52
"2109",8195115,"202320",15,15,67
"2110",8195115,"202410",0,15,82
"2111",8195115,"202420",15,15,97
"2112",8195115,"202510",NA,NA,97
"2113",8195153,"202210",19,56,56
"2114",8195153,"202220",20,20,76
"2115",8195153,"202310",19,19,95
"2116",8195153,"202315",3,3,98
"2117",8195153,"202320",16,16,114
"2118",8195153,"202410",15,15,129
"2119",8195153,"202420",15,15,144
"2120",8195153,"202510",0,0,144
"2121",8195158,"202210",15,36,36
"2122",8195158,"202220",17,17,53
"2123",8195158,"202310",15,15,68
"2124",8195158,"202320",18,18,86
"2125",8195158,"202410",14,14,100
"2126",8195158,"202420",16,16,116
"2127",8195158,"202430",6,6,122
"2128",8195158,"202510",NA,NA,122
"2129",8195158,"202515",NA,NA,122
"2130",8195188,"202210",17,28,28
"2131",8195188,"202220",16,16,44
"2132",8195188,"202310",16,16,60
"2133",8195188,"202320",0,16,76
"2134",8195188,"202410",15,15,91
"2135",8195188,"202420",15,15,106
"2136",8195188,"202510",NA,NA,106
"2137",8195188,"202515",NA,NA,106
"2138",8195281,"202210",12,18,18
"2139",8195281,"202220",12,12,30
"2140",8195281,"202310",14,14,44
"2141",8195281,"202320",15,15,59
"2142",8195281,"202410",9,9,68
"2143",8195281,"202415",3,3,71
"2144",8195281,"202420",15,15,86
"2145",8195281,"202430",3,3,89
"2146",8195281,"202510",NA,NA,89
"2147",8195281,"202515",NA,NA,89
"2148",8195689,"202210",15,34,34
"2149",8195689,"202220",15,15,49
"2150",8195689,"202310",12,12,61
"2151",8195689,"202320",15,15,76
"2152",8195689,"202410",15,15,91
"2153",8195689,"202420",12,12,103
"2154",8195689,"202510",NA,NA,103
"2155",8195899,"202210",15,24,24
"2156",8195899,"202215",6,6,30
"2157",8195899,"202220",13,16,46
"2158",8195899,"202310",17,17,63
"2159",8195899,"202315",3,3,66
"2160",8195899,"202320",17,17,83
"2161",8195899,"202410",15,15,98
"2162",8195899,"202420",12,12,110
"2163",8195899,"202430",3,3,113
"2164",8195899,"202510",NA,NA,113
"2165",8195925,"202210",15,18,18
"2166",8195925,"202220",16,16,34
"2167",8195925,"202310",15,15,49
"2168",8195925,"202315",3,3,52
"2169",8195925,"202320",15,15,67
"2170",8195925,"202410",15,15,82
"2171",8195925,"202415",3,3,85
"2172",8195925,"202420",12,12,97
"2173",8195925,"202510",NA,NA,97
"2174",8196046,"202210",17,44,44
"2175",8196046,"202220",13,13,57
"2176",8196046,"202310",15,15,72
"2177",8196046,"202320",15,15,87
"2178",8196046,"202410",15,15,102
"2179",8196046,"202415",3,3,105
"2180",8196046,"202420",15,15,120
"2181",8196046,"202430",0,0,120
"2182",8196046,"202510",NA,NA,120
"2183",8196844,"202210",16,34,34
"2184",8196844,"202220",16,16,50
"2185",8196844,"202230",6,6,56
"2186",8196844,"202310",16,16,72
"2187",8196844,"202320",16,16,88
"2188",8196844,"202330",3,3,91
"2189",8196844,"202410",0,15,106
"2190",8196844,"202415",3,3,109
"2191",8196844,"202420",13,13,122
"2192",8196844,"202510",NA,NA,122
"2193",8196844,"202515",NA,NA,122
"2194",8196920,"202210",15,21,21
"2195",8196920,"202215",3,3,24
"2196",8196920,"202220",16,16,40
"2197",8196920,"202310",15,15,55
"2198",8196920,"202320",14,14,69
"2199",8196920,"202410",15,15,84
"2200",8196920,"202415",6,6,90
"2201",8196920,"202420",15,15,105
"2202",8196920,"202510",NA,NA,105
"2203",8196920,"202520",NA,NA,105
"2204",8197080,"202210",14,57,57
"2205",8197080,"202220",15,15,72
"2206",8197080,"202230",6,6,78
"2207",8197080,"202310",15,15,93
"2208",8197080,"202315",3,3,96
"2209",8197080,"202320",15,15,111
"2210",8197080,"202410",15,15,126
"2211",8197080,"202415",6,6,132
"2212",8197080,"202420",12,12,144
"2213",8197080,"202510",NA,NA,144
"2214",8197429,"202210",16,16,16
"2215",8197429,"202220",16,16,32
"2216",8197429,"202310",16,16,48
"2217",8197429,"202320",13,13,61
"2218",8197429,"202410",15,15,76
"2219",8197429,"202420",13.5,13.5,89.5
"2220",8197429,"202510",NA,NA,89.5
"2221",8197493,"202210",9,18,18
"2222",8197493,"202220",12,12,30
"2223",8197493,"202230",3,3,33
